n,resid,se,t,p,edge_c,net_c,net_se,net_mid_c,spread,fee_c,cell,bh_pass
107,-0.013785046728971954,0.044432234046137005,-0.3102487872803786,0.7563717726918591,-1.3785046728971955,-5.981308411214953,4.462425295545379,-3.2850467289719627,5.4672897196261685,1.9065420560747663,ATP|any|rest_diff_days<=1.0,False
117,-0.01897435897435898,0.042238059944321234,-0.4492242067787022,0.6532699269214723,-1.8974358974358978,-6.461538461538462,4.243848176102949,-3.8119658119658117,5.384615384615385,1.9145299145299146,ATP|any|rest_diff_days<=3.0,False
215,-0.013581395348837219,0.030015243655104953,-0.4524832616685193,0.6509208769189685,-1.358139534883722,-5.46046511627907,3.0196898368166116,-3.2325581395348837,4.493023255813953,1.8744186046511628,ATP|any|workload_diff>=-2.0,False
204,-0.017794117647058835,0.03117034709203369,-0.5708668432378969,0.568089908156507,-1.7794117647058836,-5.867647058823529,3.13695189166826,-3.656862745098039,4.46078431372549,1.8774509803921569,ATP|any|workload_diff>=-1.0,False
175,0.004999999999999995,0.033734815351960504,0.14821483229815335,0.8821732266197106,0.4999999999999995,-3.5485714285714285,3.3878627037223357,-1.3914285714285715,4.371428571428571,1.8914285714285715,ATP|any|workload_diff>=0.0,False
54,-0.012962962962962976,0.05659610209335445,-0.22904338785700748,0.818835193709204,-1.2962962962962976,-5.981481481481482,5.619515930018295,-3.2037037037037037,5.62962962962963,1.9074074074074074,ATP|any|workload_diff>=1.0,False
49,-0.07755102040816331,0.06059496721726682,-1.2798260972747053,0.20060630341085783,-7.755102040816331,-12.040816326530612,6.121638268319822,-9.591836734693878,4.857142857142857,1.836734693877551,ATP|any|workload_diff<=-1.0,False
170,-0.013088235294117656,0.034594138113298464,-0.3783367936860481,0.7051804157640187,-1.3088235294117656,-5.223529411764706,3.4902853887263223,-3.179411764705882,4.1117647058823525,1.8705882352941177,ATP|any|workload_diff<=0.0,False
202,-0.004826732673267342,0.03160981350355705,-0.15269728411160002,0.8786370026136101,-0.4826732673267342,-4.48019801980198,3.1780583217772893,-2.358910891089109,4.262376237623762,1.8762376237623761,ATP|any|workload_diff<=1.0,False
213,-0.009859154929577474,0.030493401675158495,-0.3233209280684894,0.746452206128942,-0.9859154929577474,-5.037558685446009,3.0630199090304844,-2.859154929577465,4.384976525821596,1.8732394366197183,ATP|any|workload_diff<=2.0,False
221,-0.010972850678733041,0.029700554018929452,-0.36944936016141544,0.711792812068414,-1.0972850678733042,-5.203619909502263,2.9861666429967446,-2.975113122171946,4.493212669683258,1.8778280542986425,ATP|any|experience_diff>=-3.0,False
202,-0.015717821782178232,0.030659415784767937,-0.5126588807992579,0.6081899577011165,-1.5717821782178232,-5.663366336633663,3.0807527662553653,-3.4381188118811883,4.48019801980198,1.8663366336633664,ATP|any|experience_diff>=-1.0,False
171,-0.010877192982456152,0.03355702467581072,-0.3241405663207346,0.7458316159597485,-1.0877192982456152,-5.146198830409356,3.3744183462357547,-2.9766081871345027,4.385964912280702,1.8888888888888888,ATP|any|experience_diff>=0.0,False
65,-0.0743076923076923,0.05157936809440138,-1.4406475893945263,0.14968426853551042,-7.430769230769229,-11.984615384615385,5.191500649531197,-9.338461538461539,5.323076923076923,1.9076923076923078,ATP|any|experience_diff>=1.0,False
53,-0.020094339622641528,0.06263352798138916,-0.3208240102427622,0.7483437628999472,-2.009433962264153,-6.245283018867925,6.29850730239316,-3.858490566037736,4.773584905660377,1.849056603773585,ATP|any|experience_diff<=-1.0,False
159,0.011981132075471692,0.03576762421212741,0.33497142567857097,0.7376466412517915,1.1981132075471692,-2.7169811320754715,3.5929781858351943,-0.6698113207547169,4.132075471698113,1.8679245283018868,ATP|any|experience_diff<=0.0,False
189,-0.0053703703703703734,0.03249055928229728,-0.1652901793320763,0.8687155882607211,-0.5370370370370373,-4.534391534391534,3.2671797013507273,-2.4047619047619047,4.291005291005291,1.8677248677248677,ATP|any|experience_diff<=1.0,False
214,-0.011658878504672912,0.030408252865840892,-0.3834116532808076,0.7014145642502232,-1.1658878504672912,-5.266355140186916,3.056815838346684,-3.039719626168224,4.490654205607477,1.8738317757009346,ATP|any|experience_diff<=3.0,False
63,-0.05611111111111113,0.05337105574131645,-1.0513397258445742,0.2931025878804814,-5.611111111111113,-10.015873015873016,5.353145424059347,-7.484126984126984,5.095238095238095,1.873015873015873,ATP|any|own_rest_days>=1.0,False
52,-0.008173076923076951,0.058355096486408485,-0.14005763703913243,0.8886144513466525,-0.8173076923076952,-5.230769230769231,5.856221980580451,-2.7211538461538463,5.0576923076923075,1.9038461538461537,ATP|any|own_rest_days>=2.0,False
47,-0.004042553191489387,0.06251524111999585,-0.0646650819714483,0.9484406651590607,-0.4042553191489387,-4.702127659574468,6.285668977856151,-2.297872340425532,4.808510638297872,1.8936170212765957,ATP|any|own_rest_days>=3.0,False
96,-0.0011458333333333366,0.04619576473706019,-0.02480386113002478,0.9802114112708009,-0.11458333333333366,-4.666666666666667,4.6384800394119825,-2.0208333333333335,5.375,1.90625,ATP|any|own_rest_days<=1.0,False
107,-0.03009345794392524,0.043696111044190473,-0.6886987703205742,0.4910128501887918,-3.009345794392524,-7.542056074766355,4.385161180349729,-4.897196261682243,5.364485981308412,1.8878504672897196,ATP|any|own_rest_days<=2.0,False
112,-0.030848214285714288,0.04228658318438769,-0.729503591037441,0.46569367194574673,-3.084821428571429,-7.660714285714286,4.240318550663969,-4.977678571428571,5.455357142857143,1.8928571428571428,ATP|any|own_rest_days<=3.0,False
125,-0.00532,0.04006280327749935,-0.1327915064542649,0.8943582717373753,-0.532,-5.12,4.014274529725141,-2.428,5.464,1.896,ATP|any|own_rest_days<=5.0,False
134,-0.012089552238805978,0.038359690831314866,-0.31516292172346433,0.7526379562073608,-1.2089552238805978,-5.7611940298507465,3.8478990255803835,-3.111940298507463,5.373134328358209,1.9029850746268657,ATP|any|own_rest_days<=7.0,False
134,-0.012089552238805978,0.038359690831314866,-0.31516292172346433,0.7526379562073608,-1.2089552238805978,-5.7611940298507465,3.8478990255803835,-3.111940298507463,5.373134328358209,1.9029850746268657,ATP|any|own_matches_7d>=1.0,False
78,-0.057499999999999996,0.04867044727103335,-1.181415072678439,0.2374378731899247,-5.75,-10.397435897435898,4.9046974616863555,-7.673076923076923,5.551282051282051,1.9230769230769231,ATP|any|own_matches_7d>=2.0,False
146,0.010684931506849304,0.037066901628753104,0.2882607133950714,0.7731471774994196,1.0684931506849304,-2.73972602739726,3.719829725667103,-0.7876712328767124,3.904109589041096,1.856164383561644,ATP|any|own_matches_7d<=1.0,False
189,2.645502645502589e-05,0.031928200149028335,0.0008285786963106028,0.9993388899264504,0.002645502645502589,-3.9153439153439153,3.1980159857557493,-1.8597883597883598,4.132275132275132,1.8624338624338623,ATP|any|own_matches_7d<=2.0,False
209,-0.003971291866028719,0.030575506669715962,-0.12988474431274605,0.8966576143129097,-0.39712918660287194,-4.3875598086124405,3.067100193830454,-2.2679425837320575,4.267942583732057,1.8708133971291867,ATP|any|own_matches_7d<=3.0,False
219,-0.009908675799086768,0.029913052536065025,-0.33124923600292067,0.7404562324887161,-0.9908675799086768,-5.073059360730594,3.0069071026618244,-2.867579908675799,4.447488584474886,1.8767123287671232,ATP|any|own_matches_7d<=4.0,False
178,-0.013146067415730347,0.03346171471812721,-0.39286891082747566,0.6944163046894589,-1.3146067415730347,-5.370786516853933,3.3665465620979167,-3.202247191011236,4.370786516853933,1.8876404494382022,ATP|any|round_ordinal>=2.0,False
101,-0.0723762376237624,0.045649308609569464,-1.5854837636815855,0.11285646301287011,-7.23762376237624,-12.0,4.601549459230291,-9.168316831683168,5.742574257425742,1.9306930693069306,ATP|any|round_ordinal>=4.0,False
51,-0.07549019607843137,0.06813053429968104,-1.1080229570250821,0.26785190150280824,-7.549019607843137,-12.705882352941176,6.882959584458694,-9.529411764705882,6.392156862745098,1.9803921568627452,ATP|any|round_ordinal>=5.0,False
92,0.01815217391304347,0.0448770495721866,0.4044867941651321,0.6858547869516127,1.8152173913043472,-1.6195652173913044,4.501336065164327,-0.043478260869565216,3.1739130434782608,1.858695652173913,ATP|any|round_ordinal<=2.0,False
173,0.005346820809248549,0.032513648778026275,0.16444850117413137,0.8693780848270283,0.5346820809248549,-3.254335260115607,3.2591439672712044,-1.3150289017341041,3.913294797687861,1.8497109826589595,ATP|any|round_ordinal<=4.0,False
204,0.006151960784313719,0.03056469099125798,0.20127672110518913,0.840482203942529,0.6151960784313719,-3.338235294117647,3.0697864514408284,-1.2524509803921569,4.21078431372549,1.8676470588235294,ATP|any|round_ordinal<=5.0,False
216,-0.012037037037037044,0.030161192596438263,-0.39909022160013985,0.6898267270659999,-1.2037037037037044,-5.25,3.0317459713501043,-3.0787037037037037,4.37962962962963,1.875,ATP|any|round_ordinal<=6.0,False
205,-0.007682926829268309,0.03191035176463588,-0.2407659710534055,0.8097365050257164,-0.768292682926831,-4.912195121951219,3.212944658573775,-2.7,4.482926829268293,1.9317073170731707,ATP|any|open_price>=20.0,False
165,-0.007636363636363659,0.03600491065599012,-0.2120922812259,0.8320350414167621,-0.7636363636363659,-4.963636363636364,3.6195238312379634,-2.6787878787878787,4.642424242424243,1.915151515151515,ATP|any|open_price>=35.0,False
104,0.012019230769230744,0.04351839202572958,0.2761873821561366,0.7824041480550885,1.2019230769230744,-2.9903846153846154,4.399985894986975,-0.6634615384615384,4.769230769230769,1.8653846153846154,ATP|any|open_price>=50.0,False
71,-0.009577464788732445,0.050282676441188646,-0.19047245426433074,0.8489389263566114,-0.9577464788732445,-5.140845070422535,5.088958963269225,-2.76056338028169,4.929577464788732,1.8028169014084507,ATP|any|open_price>=65.0,False
59,-0.02822033898305084,0.04969908907787378,-0.5678240689448499,0.5701544347717102,-2.822033898305084,-6.6440677966101696,5.0061191493395585,-4.601694915254237,4.016949152542372,1.7796610169491525,ATP|any|open_price<=35.0,False
121,-0.03863636363636363,0.040106349668681596,-0.9633477979307138,0.3353730139187934,-3.863636363636363,-7.87603305785124,4.013846047028597,-5.756198347107438,4.206611570247934,1.8925619834710743,ATP|any|open_price<=50.0,False
155,-0.016419354838709675,0.03633796565414293,-0.45185123996719084,0.651376153340284,-1.6419354838709674,-5.72258064516129,3.6454692137422815,-3.5580645161290323,4.303225806451613,1.9161290322580644,ATP|any|open_price<=65.0,False
206,-0.021966019417475748,0.03171418010979269,-0.6926245402350191,0.4885452057205768,-2.196601941747575,-6.315533980582524,3.1905039449087638,-4.133495145631068,4.383495145631068,1.9368932038834952,ATP|any|open_price<=80.0,False
57,-0.02245614035087718,0.05115506715956787,-0.4389817392054202,0.660674767936404,-2.2456140350877183,-6.0701754385964914,5.149023537446172,-4.035087719298246,3.999999999999999,1.7894736842105263,ATP|cheap|workload_diff>=-2.0,False
55,-0.01490909090909091,0.05274429946843234,-0.28266734148235406,0.7774318533609084,-1.490909090909091,-5.327272727272727,5.3102438672436705,-3.272727272727273,4.036363636363635,1.7818181818181817,ATP|cheap|workload_diff>=-1.0,False
47,-0.0068085106382978645,0.0592003500119184,-0.1150079456781447,0.9084388240965329,-0.6808510638297864,-4.48936170212766,5.962950081370721,-2.5319148936170213,3.9148936170212756,1.851063829787234,ATP|cheap|workload_diff>=0.0,False
43,0.016511627906976748,0.06240397604333106,0.2645925621071271,0.7913233505626522,1.651162790697675,-1.9767441860465116,6.319693452138852,-0.11627906976744186,3.627906976744185,1.7674418604651163,ATP|cheap|workload_diff<=0.0,False
51,0.0036274509803921632,0.05608678122397583,0.06467568473766346,0.9484322230476128,0.36274509803921634,-3.3137254901960786,5.634452159188075,-1.4019607843137254,3.745098039215685,1.7647058823529411,ATP|cheap|workload_diff<=1.0,False
54,-0.010740740740740742,0.05357313219135021,-0.20048745147805483,0.8410993710410126,-1.0740740740740742,-4.7592592592592595,5.3820453110029804,-2.8518518518518516,3.7407407407407396,1.7777777777777777,ATP|cheap|workload_diff<=2.0,False
57,-0.023947368421052634,0.05129765600822068,-0.46683163100502995,0.6406203433332933,-2.3947368421052633,-6.2631578947368425,5.167951553130814,-4.184210526315789,4.087719298245613,1.7894736842105263,ATP|cheap|experience_diff>=-3.0,False
51,-0.030196078431372553,0.05267677256932012,-0.5732332669325166,0.5664867625817012,-3.0196078431372553,-6.823529411764706,5.283396551785041,-4.784313725490196,3.9999999999999996,1.7647058823529411,ATP|cheap|experience_diff>=-1.0,False
42,-0.025595238095238084,0.06120670087282087,-0.418177057907785,0.6758176682904988,-2.5595238095238084,-6.261904761904762,6.134862537594422,-4.416666666666667,3.690476190476189,1.8571428571428572,ATP|cheap|experience_diff>=0.0,False
40,0.01987500000000001,0.06380395843660083,0.3115010492609,0.7554197453447695,1.9875000000000012,-1.575,6.447309864368199,0.2625,3.5749999999999993,1.725,ATP|cheap|experience_diff<=0.0,False
47,0.0008510638297872416,0.05760107938784783,0.014775136834793265,0.9882115753486851,0.08510638297872417,-3.5319148936170213,5.830622775157772,-1.6595744680851063,3.659574468085105,1.7446808510638299,ATP|cheap|experience_diff<=1.0,False
54,-0.008981481481481486,0.05342323718810666,-0.16811937939771623,0.8664893637842292,-0.8981481481481486,-4.722222222222222,5.379024449639171,-2.675925925925926,4.018518518518517,1.7777777777777777,ATP|cheap|experience_diff<=3.0,False
47,-0.010744680851063832,0.05635390572250062,-0.19066435082553232,0.8487885701828837,-1.0744680851063833,-4.617021276595745,5.646751556192548,-2.8191489361702127,3.51063829787234,1.7446808510638299,ATP|cheap|own_matches_7d<=2.0,False
53,-0.004811320754716983,0.054257583637227894,-0.08867554417620212,0.9293397688722558,-0.48113207547169834,-4.09433962264151,5.442552877296188,-2.2547169811320753,3.6037735849056594,1.7735849056603774,ATP|cheap|own_matches_7d<=3.0,False
56,-0.020535714285714286,0.052106390690920816,-0.3941112407406198,0.693498912350871,-2.0535714285714284,-5.839285714285714,5.2432254860168905,-3.8392857142857144,3.928571428571428,1.7857142857142858,ATP|cheap|own_matches_7d<=4.0,False
45,0.00833333333333334,0.06116482946625752,0.13624387423381187,0.8916284918905244,0.833333333333334,-2.911111111111111,6.1460196713177275,-0.9666666666666667,3.844444444444443,1.8,ATP|cheap|round_ordinal>=2.0,False
43,-0.06034883720930233,0.05256630979528458,-1.1480516217388324,0.2509472539721922,-6.034883720930233,-9.651162790697674,5.3339095467657565,-7.755813953488372,3.6976744186046506,1.7209302325581395,ATP|cheap|round_ordinal<=4.0,False
52,-0.03769230769230769,0.05122214166479335,-0.7358596588751158,0.46181610993833067,-3.769230769230769,-7.480769230769231,5.187254537950661,-5.538461538461538,3.8076923076923066,1.7692307692307692,ATP|cheap|round_ordinal<=5.0,False
54,-0.026666666666666665,0.052095166370685266,-0.5118837029316485,0.6087324046010227,-2.6666666666666665,-6.462962962962963,5.234922308343992,-4.444444444444445,3.962962962962962,1.7777777777777777,ATP|cheap|round_ordinal<=6.0,False
40,-0.007874999999999998,0.06935945194216825,-0.11353895942785354,0.9096032776042533,-0.7874999999999999,-4.7,7.0344573169214515,-2.7875,3.8249999999999993,2.0,ATP|cheap|open_price>=20.0,False
58,-0.02793103448275861,0.050562629172999356,-0.55240470955719,0.5806711046667521,-2.793103448275861,-6.655172413793103,5.093176088093781,-4.586206896551724,4.068965517241378,1.793103448275862,ATP|cheap|open_price<=35.0,False
58,-0.02793103448275861,0.050562629172999356,-0.55240470955719,0.5806711046667521,-2.793103448275861,-6.655172413793103,5.093176088093781,-4.586206896551724,4.068965517241378,1.793103448275862,ATP|cheap|open_price<=50.0,False
58,-0.02793103448275861,0.050562629172999356,-0.55240470955719,0.5806711046667521,-2.793103448275861,-6.655172413793103,5.093176088093781,-4.586206896551724,4.068965517241378,1.793103448275862,ATP|cheap|open_price<=65.0,False
58,-0.02793103448275861,0.050562629172999356,-0.55240470955719,0.5806711046667521,-2.793103448275861,-6.655172413793103,5.093176088093781,-4.586206896551724,4.068965517241378,1.793103448275862,ATP|cheap|open_price<=80.0,False
62,-0.0033870967741935513,0.06301296885325323,-0.05375237567494302,0.9571324533307253,-0.33870967741935515,-4.903225806451613,6.331938703159624,-2.338709677419355,5.129032258064516,2.0,ATP|mid|form_last3_diff>=-0.67,False
53,0.008679245283018866,0.06828398277075629,0.12710514136465825,0.8988571822495746,0.8679245283018866,-3.7169811320754715,6.863503178187419,-1.1320754716981132,5.169811320754717,2.0,ATP|mid|form_last3_diff>=-0.34,False
54,0.04592592592592593,0.0690019538702481,0.6655742823208377,0.5056832491500398,4.5925925925925934,-0.05555555555555555,6.926660667238453,2.5925925925925926,5.296296296296297,2.0,ATP|mid|form_last3_diff<=0.0,False
60,0.02566666666666666,0.06517972400866373,0.3937829909076484,0.693741263204084,2.566666666666666,-2.0,6.541868631953726,0.5666666666666667,5.133333333333334,2.0,ATP|mid|form_last3_diff<=0.34,False
65,0.0029230769230769154,0.06196878986360605,0.04717014693219987,0.9623776203242647,0.29230769230769155,-4.230769230769231,6.220575707294103,-1.7076923076923076,5.046153846153846,2.0,ATP|mid|form_last3_diff<=0.67,False
60,-0.0028333333333333357,0.06430400593203911,-0.04406153694884572,0.9648553520591405,-0.28333333333333355,-4.916666666666667,6.462595185746971,-2.283333333333333,5.266666666666667,2.0,ATP|mid|form_last5_diff>=-0.6,False
49,0.006530612244897956,0.07047687480789547,0.09266319289410853,0.9261711389715117,0.6530612244897956,-3.938775510204082,7.074999589148405,-1.346938775510204,5.183673469387756,2.0,ATP|mid|form_last5_diff>=-0.3,False
51,0.054313725490196085,0.07061258839165628,0.7691790759594064,0.441787010100015,5.431372549019608,0.7450980392156863,7.092434142692847,3.4313725490196076,5.372549019607843,2.0,ATP|mid|form_last5_diff<=0.0,False
57,0.034561403508771925,0.06697363702312406,0.5160448953494772,0.6058230532928883,3.4561403508771926,-1.105263157894737,6.713044394623756,1.456140350877193,5.12280701754386,2.0,ATP|mid|form_last5_diff<=0.3,False
63,0.016587301587301578,0.06317475755615427,0.2625621724398007,0.7928880593091996,1.6587301587301577,-2.8253968253968256,6.3372750157268944,-0.3412698412698413,4.968253968253968,2.0,ATP|mid|form_last5_diff<=0.6,False
60,-0.0028333333333333357,0.06430400593203911,-0.04406153694884572,0.9648553520591405,-0.28333333333333355,-4.916666666666667,6.462595185746971,-2.283333333333333,5.266666666666667,2.0,ATP|mid|winrate_diff>=-0.5,False
47,-0.013404255319148944,0.07203836512276011,-0.18607106499858567,0.8523890324226717,-1.3404255319148943,-5.9361702127659575,7.233351438935354,-3.3404255319148937,5.191489361702128,2.0,ATP|mid|winrate_diff>=-0.25,False
50,0.04710000000000001,0.0716623445936083,0.6572489396921147,0.5110208621794818,4.710000000000001,-0.02,7.193505574403873,2.71,5.46,2.0,ATP|mid|winrate_diff<=0.0,False
58,0.02551724137931035,0.06642735590439885,0.38413754441821135,0.7008765057921569,2.551724137931035,-2.0172413793103448,6.659031837186033,0.5517241379310345,5.137931034482759,2.0,ATP|mid|winrate_diff<=0.25,False
63,0.016587301587301578,0.06317475755615427,0.2625621724398007,0.7928880593091996,1.6587301587301577,-2.8253968253968256,6.3372750157268944,-0.3412698412698413,4.968253968253968,2.0,ATP|mid|winrate_diff<=0.5,False
58,0.022241379310344825,0.06628153718809966,0.3355591957263492,0.7372032985711408,2.2241379310344827,-2.206896551724138,6.660815276346265,0.22413793103448276,4.862068965517241,2.0,ATP|mid|rest_diff_days>=-3.0,False
50,0.0028000000000000004,0.07218600689771346,0.03878868108008191,0.9690588692339097,0.28,-4.34,7.258189463338242,-1.72,5.24,2.0,ATP|mid|rest_diff_days>=-1.0,False
54,-0.017407407407407403,0.06850986309053464,-0.25408615084230723,0.7994290023825747,-1.7407407407407403,-6.425925925925926,6.871771618694204,-3.740740740740741,5.37037037037037,2.0,ATP|mid|rest_diff_days<=1.0,False
56,-0.016785714285714282,0.06688360074216605,-0.2509690581764972,0.8018380317212048,-1.6785714285714282,-6.321428571428571,6.712466940732499,-3.6785714285714284,5.285714285714286,2.0,ATP|mid|rest_diff_days<=3.0,False
88,-0.014943181818181822,0.052395807336321355,-0.28519804499363144,0.7754924180639586,-1.4943181818181823,-5.738636363636363,5.253189664434145,-3.4943181818181817,4.488636363636363,2.0,ATP|mid|workload_diff>=-2.0,False
85,-0.011823529411764707,0.05337659181357702,-0.22151150925970586,0.8246941760796864,-1.1823529411764706,-5.435294117647059,5.350526743325651,-3.1823529411764704,4.5058823529411764,2.0,ATP|mid|workload_diff>=-1.0,False
74,0.00594594594594594,0.05799466294398039,0.10252574364798692,0.9183393800366759,0.594594594594594,-3.6486486486486487,5.805863077013053,-1.4054054054054055,4.486486486486487,2.0,ATP|mid|workload_diff>=0.0,False
69,-0.025144927536231876,0.05972398246575337,-0.42101893574579285,0.6737412546902721,-2.5144927536231876,-6.550724637681159,5.991238851885537,-4.5144927536231885,4.072463768115942,2.0,ATP|mid|workload_diff<=0.0,False
86,0.001395348837209303,0.053269932536730215,0.026193929122159003,0.9791026580813902,0.13953488372093031,-4.0,5.33052536660267,-1.8604651162790697,4.27906976744186,2.0,ATP|mid|workload_diff<=1.0,False
89,-0.003146067415730325,0.052212683696150786,-0.06025484983761252,0.9519526611792031,-0.3146067415730325,-4.51685393258427,5.221207646212695,-2.3146067415730336,4.404494382022473,2.0,ATP|mid|workload_diff<=2.0,False
93,-0.010698924731182799,0.05109104109219718,-0.20940901775471513,0.8341289536736041,-1.06989247311828,-5.301075268817204,5.115034466530083,-3.0698924731182795,4.462365591397849,2.0,ATP|mid|experience_diff>=-3.0,False
83,-0.022771084337349395,0.0537424182962753,-0.423707846785294,0.6717788918531491,-2.2771084337349397,-6.542168674698795,5.390163688746732,-4.27710843373494,4.530120481927711,2.0,ATP|mid|experience_diff>=-1.0,False
69,-0.017318840579710143,0.05894403074751968,-0.2938183961984803,0.7688966770977945,-1.7318840579710142,-5.927536231884058,5.920916686438785,-3.7318840579710146,4.391304347826087,2.0,ATP|mid|experience_diff>=0.0,False
64,0.029687499999999988,0.062465752025340014,0.47526042731314405,0.6346013613556885,2.9687499999999987,-1.15625,6.250207089823072,0.96875,4.25,2.0,ATP|mid|experience_diff<=0.0,False
80,0.0021249999999999993,0.0552021439887018,0.038494881655953835,0.9692931123078645,0.21249999999999994,-3.9625,5.521747675260117,-1.7875,4.35,2.0,ATP|mid|experience_diff<=1.0,False
90,-0.008333333333333333,0.051889215032645465,-0.160598562304142,0.872409587314734,-0.8333333333333334,-5.066666666666666,5.1920615482771995,-2.8333333333333335,4.466666666666667,2.0,ATP|mid|experience_diff<=3.0,False
45,0.0046666666666666575,0.0756163896509109,0.061715015596627884,0.9507897820468254,0.46666666666666573,-4.288888888888889,7.5905059134715565,-1.5333333333333334,5.511111111111111,2.0,ATP|mid|own_rest_days<=1.0,False
48,-0.023750000000000004,0.0726419343118517,-0.3269461396504296,0.7437086226518823,-2.3750000000000004,-7.083333333333333,7.284603975697122,-4.375,5.416666666666667,2.0,ATP|mid|own_rest_days<=2.0,False
50,-0.022200000000000008,0.07094308727883966,-0.31292689466337403,0.7543362040090336,-2.2200000000000006,-7.04,7.107567682924092,-4.22,5.64,2.0,ATP|mid|own_rest_days<=3.0,False
57,0.011754385964912292,0.06725280682248402,0.17477911362031887,0.8612532006237186,1.175438596491229,-3.6666666666666665,6.728224568781367,-0.8245614035087719,5.684210526315789,2.0,ATP|mid|own_rest_days<=5.0,False
60,0.019416666666666655,0.0651602860387202,0.297983140453507,0.7657160313995188,1.9416666666666655,-2.8,6.525387188979799,-0.058333333333333334,5.483333333333333,2.0,ATP|mid|own_rest_days<=7.0,False
60,0.019416666666666655,0.0651602860387202,0.297983140453507,0.7657160313995188,1.9416666666666655,-2.8,6.525387188979799,-0.058333333333333334,5.483333333333333,2.0,ATP|mid|own_matches_7d>=1.0,False
61,0.02426229508196721,0.06395693522783395,0.3793536228016176,0.7044252848588659,2.426229508196721,-1.5737704918032787,6.368744504714821,0.4262295081967213,4.0,2.0,ATP|mid|own_matches_7d<=1.0,False
80,-0.001062499999999994,0.05498386513548626,-0.019323850685685297,0.984582757383794,-0.1062499999999994,-4.225,5.479708685548987,-2.10625,4.2375,2.0,ATP|mid|own_matches_7d<=2.0,False
88,-0.008693181818181817,0.05251054120664409,-0.1655511754101266,0.8685101733219636,-0.8693181818181817,-5.056818181818182,5.252564630952849,-2.8693181818181817,4.375,2.0,ATP|mid|own_matches_7d<=3.0,False
91,-0.0032417582417582384,0.05156781123169924,-0.0628639875210662,0.9498748118945024,-0.32417582417582386,-4.538461538461538,5.1617856583252975,-2.3241758241758244,4.428571428571429,2.0,ATP|mid|own_matches_7d<=4.0,False
75,-0.02513333333333334,0.05631451042212907,-0.446302971382258,0.6553784101817348,-2.513333333333334,-6.786666666666667,5.642544098534268,-4.513333333333334,4.546666666666667,2.0,ATP|mid|round_ordinal>=2.0,False
48,-0.08479166666666667,0.06888807191686504,-1.2308613713125007,0.21837471726830593,-8.479166666666666,-13.270833333333334,6.908966036054328,-10.479166666666666,5.583333333333333,2.0,ATP|mid|round_ordinal>=4.0,False
70,0.021857142857142853,0.05932428090287818,0.3684350239815959,0.7125488859567242,2.185714285714285,-1.5857142857142856,5.915502070336763,0.18571428571428572,3.5428571428571427,2.0,ATP|mid|round_ordinal<=4.0,False
84,0.027083333333333338,0.05417595853485915,0.4999142436198291,0.6171354624425041,2.708333333333334,-1.3571428571428572,5.414162036864928,0.7083333333333334,4.130952380952381,2.0,ATP|mid|round_ordinal<=5.0,False
91,-0.0011538461538461635,0.051836132153161095,-0.022259495566468477,0.982240958725215,-0.11538461538461635,-4.252747252747253,5.189676834123272,-2.1153846153846154,4.274725274725275,2.0,ATP|mid|round_ordinal<=6.0,False
94,-0.006170212765957457,0.05074707411787875,-0.1215875569816078,0.9032256684590747,-0.6170212765957457,-4.829787234042553,5.082225707484347,-2.617021276595745,4.425531914893617,2.0,ATP|mid|open_price>=20.0,False
94,-0.006170212765957457,0.05074707411787875,-0.1215875569816078,0.9032256684590747,-0.6170212765957457,-4.829787234042553,5.082225707484347,-2.617021276595745,4.425531914893617,2.0,ATP|mid|open_price>=35.0,False
62,-0.04854838709677419,0.06274790992206178,-0.7737052462317136,0.4391051168941451,-4.854838709677419,-9.048387096774194,6.25554972723649,-6.854838709677419,4.387096774193548,2.0,ATP|mid|open_price<=50.0,False
94,-0.006170212765957457,0.05074707411787875,-0.1215875569816078,0.9032256684590747,-0.6170212765957457,-4.829787234042553,5.082225707484347,-2.617021276595745,4.425531914893617,2.0,ATP|mid|open_price<=65.0,False
94,-0.006170212765957457,0.05074707411787875,-0.1215875569816078,0.9032256684590747,-0.6170212765957457,-4.829787234042553,5.082225707484347,-2.617021276595745,4.425531914893617,2.0,ATP|mid|open_price<=80.0,False
47,-0.017340425531914925,0.06362250107115607,-0.2725517739788509,0.7851977875211604,-1.7340425531914925,-6.468085106382978,6.443582172626009,-3.5851063829787235,5.9787234042553195,1.851063829787234,ATP|dear|form_last3_diff>=-0.67,False
42,-0.0014285714285714641,0.06633649782800528,-0.021535225333652812,0.9828187042197345,-0.1428571428571464,-4.928571428571429,6.7245794273839135,-2.0,6.095238095238095,1.8571428571428572,ATP|dear|form_last3_diff>=-0.34,False
41,-0.03695121951219515,0.06925229547326557,-0.5335739307942499,0.593636348516545,-3.6951219512195146,-8.414634146341463,7.007746202679288,-5.548780487804878,5.926829268292683,1.853658536585366,ATP|dear|form_last3_diff<=0.0,False
45,-0.008333333333333361,0.0645686933553418,-0.1290615141841637,0.8973089744903626,-0.8333333333333361,-5.444444444444445,6.543140100849823,-2.7,5.711111111111111,1.8666666666666667,ATP|dear|form_last3_diff<=0.34,False
48,-0.011562500000000031,0.06255036202316278,-0.18485104843547298,0.853345866883833,-1.156250000000003,-5.854166666666667,6.337717052064812,-3.0104166666666665,5.895833333333333,1.8541666666666667,ATP|dear|form_last3_diff<=0.67,False
