n,resid,se,t,p,edge_c,net_c,net_se,net_mid_c,spread,fee_c,cell,bh_pass
2391,0.002971560016729388,0.008822915784715332,0.33680022446516694,0.7362675038527908,0.2971560016729388,-3.986198243412798,0.8832397218628312,-1.5071099958176495,4.975742367210373,1.8042659974905897,any|any|form_last5_diff>=-0.6,False
2133,-0.0014017815283638194,0.009354757110711077,-0.14984691871462888,0.8808853914517365,-0.14017815283638194,-4.422409751523675,0.9368147243802358,-1.9460853258321613,4.96952648851383,1.8059071729957805,any|any|form_last5_diff>=-0.3,False
1845,0.002382113821138198,0.010103386512281851,0.2357737990368338,0.8136082003823464,0.23821138211381981,-4.0384823848238485,1.0119753168838186,-1.5639566395663957,4.968563685636856,1.8021680216802167,any|any|form_last5_diff>=0.0,False
423,0.008392434988179657,0.020652798404711643,0.4063582485879997,0.6844793922993089,0.8392434988179657,-3.264775413711584,2.07148520968347,-0.9196217494089834,4.732860520094563,1.7588652482269505,any|any|form_last5_diff>=0.3,False
113,0.0234513274336283,0.038514258838426726,0.6088998760695421,0.542590806389885,2.34513274336283,-1.7168141592920354,3.860507625372703,0.6017699115044248,4.725663716814159,1.7433628318584071,any|any|form_last5_diff>=0.6,False
126,-0.06011904761904762,0.03834622823635525,-1.5677955925284464,0.1169288438413818,-6.011904761904762,-10.142857142857142,3.8184466930143586,-7.821428571428571,4.7063492063492065,1.8095238095238095,any|any|form_last5_diff<=-0.6,False
388,0.011662371134020601,0.021498991996858074,0.5424612993820814,0.5875007609851957,1.1662371134020602,-3.033505154639175,2.143566752555275,-0.6301546391752577,4.842783505154639,1.7963917525773196,any|any|form_last5_diff<=-0.3,False
1757,-0.004075128059191817,0.010316249648055645,-0.3950203027473145,0.6928279044912466,-0.4075128059191817,-4.748434832100171,1.0316787808659262,-2.2191235059760954,5.070005691519635,1.8116107000569153,any|any|form_last5_diff<=0.0,False
2097,0.0011206485455412343,0.009426207556631724,0.11888647038679008,0.9053653008034981,0.11206485455412343,-4.192179303767286,0.9430227694605675,-1.7019551740581784,4.9957081545064375,1.8140200286123034,any|any|form_last5_diff<=0.3,False
2400,1.6666666666654097e-05,0.008801943415379682,0.0018935212236802549,0.9984891895528887,0.0016666666666654097,-4.279583333333333,0.8808648305649165,-1.8041666666666667,4.968333333333334,1.8058333333333334,any|any|form_last5_diff<=0.6,False
2374,0.0041259477674810315,0.008843842199539995,0.46653339966826174,0.6408337462150131,0.41259477674810313,-3.870261162594777,0.8853748403416365,-1.3923757371524852,4.97346251053075,1.8049705139005898,any|any|winrate_diff>=-0.5,False
2111,-0.0005187115111321777,0.009410987378180883,-0.05511765028341194,0.9560447346262011,-0.05187115111321777,-4.334438654666035,0.942424165433007,-1.8576504026527711,4.971577451444813,1.8057792515395548,any|any|winrate_diff>=-0.25,False
1835,0.0021089918256130677,0.010101574648051689,0.20877852207129244,0.8346211387603453,0.21089918256130677,-4.077384196185286,1.011665077341173,-1.5901907356948228,4.99400544959128,1.8010899182561309,any|any|winrate_diff>=0.0,False
511,0.02158512720156554,0.018780826677762416,1.1493172037588515,0.25042520671288426,2.158512720156554,-1.908023483365949,1.8829191662313112,0.38943248532289626,4.64187866927593,1.7690802348336594,any|any|winrate_diff>=0.25,False
291,0.00809278350515463,0.025329214392243407,0.31950392854003756,0.7493444128402942,0.8092783505154629,-3.357388316151203,2.539226167505425,-0.9604810996563574,4.841924398625429,1.7697594501718212,any|any|winrate_diff>=0.5,False
257,0.006614785992217882,0.026445088375165487,0.2501328752763712,0.8024845930754054,0.6614785992217882,-3.5058365758754864,2.643447320238981,-1.1245136186770428,4.832684824902723,1.7859922178988328,any|any|winrate_diff<=-0.5,False
