ticker,event,tournament,entry_ts,exit_ts,entry,exit,contracts,spread,reason,gross,fees,net
KXATPCHALLENGERMATCH-26JUL23HOLDRA-HOL,KXATPCHALLENGERMATCH-26JUL23HOLDRA,Challenger,1784815080,1784856660,49.0,1.0,12,3.0,stop,-5.76,0.22,-5.9799999999999995
KXATPMATCH-26JUL24HANHAL-HAN,KXATPMATCH-26JUL24HANHAL,ATP,1784819820,1784893560,65.0,1.0,9,3.0,stop,-5.76,0.16,-5.92
KXATPCHALLENGERMATCH-26JUL23MAYBRU-MAY,KXATPCHALLENGERMATCH-26JUL23MAYBRU,Challenger,1784820960,1784822880,79.0,94.0,7,1.0,target,1.05,0.12,0.93
KXWTAMATCH-26JUL22TIMBEJ-TIM,KXWTAMATCH-26JUL22TIMBEJ,WTA,1784821200,1784821260,4.0,1.0,156,3.0,stop,-4.68,0.53,-5.21
KXATPCHALLENGERMATCH-26JUL23FEABOY-FEA,KXATPCHALLENGERMATCH-26JUL23FEABOY,Challenger,1784821380,1784824020,76.0,98.0,8,1.0,target,1.76,0.13,1.63
KXATPMATCH-26JUL24TORGAS-TOR,KXATPMATCH-26JUL24TORGAS,ATP,1784823000,1784891820,28.0,44.0,22,2.0,target,3.52,0.7,2.8200000000000003
KXWTAMATCH-26JUL24BONCHA-CHA,KXWTAMATCH-26JUL24BONCHA,WTA,1784824080,1784890560,42.0,1.0,14,1.0,stop,-5.739999999999999,0.25,-5.989999999999999
KXATPMATCH-26JUL22RUBSKA-SKA,KXATPMATCH-26JUL22RUBSKA,ATP,1784825340,1784825400,3.0,1.0,208,1.0,stop,-4.16,0.58,-4.74
KXWTAMATCH-26JUL24KORKAL-KOR,KXWTAMATCH-26JUL24KORKAL,WTA,1784825460,1784906340,25.0,39.0,25,1.0,target,3.5000000000000004,0.75,2.7500000000000004
KXATPMATCH-26JUL24BUBETC-ETC,KXATPMATCH-26JUL24BUBETC,ATP,1784828280,1784901600,39.0,1.0,16,1.0,stop,-6.08,0.29000000000000004,-6.37
KXATPCHALLENGERMATCH-26JUL23GOJSUR-SUR,KXATPCHALLENGERMATCH-26JUL23GOJSUR,Challenger,1784831460,1784834400,62.0,90.0,10,1.0,target,2.8000000000000003,0.24000000000000002,2.56
KXATPMATCH-26JUL22MARDAR-MAR,KXATPMATCH-26JUL22MARDAR,ATP,1784831700,1784831760,3.0,1.0,208,1.0,stop,-4.16,0.58,-4.74
KXATPMATCH-26JUL22MARDAR-MAR,KXATPMATCH-26JUL22MARDAR,ATP,1784831820,1784831880,3.0,1.0,208,1.0,stop,-4.16,0.58,-4.74
KXATPMATCH-26JUL22MARDAR-MAR,KXATPMATCH-26JUL22MARDAR,ATP,1784831940,1784831940,3.0,0.0,208,1.0,settlement,-6.24,0.43,-6.67
KXWTAMATCH-26JUL24TAGBEJ-TAG,KXWTAMATCH-26JUL24TAGBEJ,WTA,1784832060,1784903580,40.0,62.0,15,1.0,target,3.3,0.51,2.79
KXATPCHALLENGERMATCH-26JUL23MOCCHA-MOC,KXATPCHALLENGERMATCH-26JUL23MOCCHA,Challenger,1784834460,1784837040,63.0,100.0,9,1.0,settlement,3.33,0.15,3.18
KXWTAMATCH-26JUL24SALKRE-SAL,KXWTAMATCH-26JUL24SALKRE,WTA,1784837100,1784911320,18.0,1.0,34,2.0,stop,-5.78,0.39,-6.17
KXATPMATCH-26JUL24RUBVAN-VAN,KXATPMATCH-26JUL24RUBVAN,ATP,1784839860,1784904660,22.0,36.0,28,2.0,target,3.9200000000000004,0.8,3.12
KXATPCHALLENGERMATCH-26JUL23HOLDRA-HOL,KXATPCHALLENGERMATCH-26JUL23HOLDRA,Challenger,1784856720,1784856720,23.0,0.0,27,1.0,settlement,-6.21,0.34,-6.55
KXATPCHALLENGERMATCH-26JUL24HENSEY-SEY,KXATPCHALLENGERMATCH-26JUL24HENSEY,Challenger,1784856840,1784896380,68.0,98.0,9,1.0,target,2.6999999999999997,0.16,2.5399999999999996
KXATPCHALLENGERMATCH-26JUL24HUESTR-STR,KXATPCHALLENGERMATCH-26JUL24HUESTR,Challenger,1784891280,1784917800,57.99999999999999,1.0,10,1.9999999999999858,stop,-5.699999999999999,0.19,-5.89
KXATPCHALLENGERMATCH-26JUL24INCSMI-SMI,KXATPCHALLENGERMATCH-26JUL24INCSMI,Challenger,1784891880,1784893380,34.0,52.0,18,1.0,target,3.2399999999999998,0.61,2.63
KXATPCHALLENGERMATCH-26JUL24FEAWOL-WOL,KXATPCHALLENGERMATCH-26JUL24FEAWOL,Challenger,1784893440,1784922660,37.0,58.0,16,2.0,target,3.36,0.55,2.8099999999999996
