ticker,event,tier,market_result,value,yes_ct,no_ct,yes_cost,no_cost,fee,revenue,payout,cost,pnl,t_settled,f_yes_buy,f_sell,f_no_buy,f_yes_cost,f_no_cost,f_fee,t_first,t_last,n_fills,n_buy_fills,klass,match_date,t_entry,entry_px,n_buy_orders,gross_contracts
KXATPMATCH-26JUL26MCDSVA-SVA,KXATPMATCH-26JUL26MCDSVA,ATP,yes,100.0,27.6,27.6,19.596,4.432,0.6584,0.0,27.6,24.028,2.913600000000003,2026-07-26 20:27:06.069777+00:00,27.6,27.6,0.0,19.596,4.432,0.6584,2026-07-26 19:45:52.148665+00:00,2026-07-26 20:03:03.882910+00:00,4,1,manual,2026-07-26,2026-07-26 19:45:52.148665+00:00,99.0,1,27.6
KXATPMATCH-26JUL26SVAHEW-SVA,KXATPMATCH-26JUL26SVAHEW,ATP,no,0.0,1.45,0.0,0.9715,0.0,0.0225,0.0,0.0,0.9715,-0.994,2026-07-26 18:37:06.113980+00:00,1.45,0.0,0.0,0.9715,0.0,0.0225,2026-07-26 18:18:03.396457+00:00,2026-07-26 18:18:03.396457+00:00,1,1,bot,2026-07-26,2026-07-26 18:18:03.396457+00:00,99.0,1,1.45
KXATPMATCH-26JUL27GIRHEW-HEW,KXATPMATCH-26JUL27GIRHEW,ATP,yes,100.0,10.0,10.0,6.1,0.5,0.0501,0.0,10.0,6.6,3.3499000000000003,2026-07-28 19:52:15.974849+00:00,10.0,10.0,0.0,6.1,0.5,0.0501,2026-07-28 19:19:42.196522+00:00,2026-07-28 19:34:36.503211+00:00,2,1,bot,2026-07-27,2026-07-28 19:19:40.160515+00:00,61.0,1,10.0
KXATPMATCH-26JUL27MAJPAU-MAJ,KXATPMATCH-26JUL27MAJPAU,ATP,yes,100.0,19.0,19.0,11.46,1.19,0.3357,0.0,19.0,12.65,6.0142999999999995,2026-07-28 17:22:06.308768+00:00,19.0,19.0,0.0,11.459999999999999,1.1900000000000002,0.33569999999999994,2026-07-28 16:03:57.403641+00:00,2026-07-28 17:15:32.380690+00:00,6,3,bot,2026-07-27,2026-07-28 16:03:57.403641+00:00,57.0,2,19.0
KXATPMATCH-26JUL27NISSHA-SHA,KXATPMATCH-26JUL27NISSHA,ATP,no,0.0,8.0,8.0,5.92,3.92,0.2478,0.0,8.0,9.84,-2.0877999999999997,2026-07-27 23:47:16.067006+00:00,8.0,8.0,0.0,5.92,3.92,0.24780000000000002,2026-07-27 22:18:13.349302+00:00,2026-07-27 22:43:08.274779+00:00,2,1,bot,2026-07-27,2026-07-27 22:18:13.349302+00:00,74.0,1,8.0
KXBTC15M-26JUL252115-15,KXBTC15M-26JUL252115,OTHER,no,0.0,51.66,0.0,0.7749,0.0,0.0535,0.0,0.0,0.7749,-0.8284,2026-07-26 01:15:06.094853+00:00,51.66,0.0,0.0,0.7748999999999999,0.0,0.0535,2026-07-26 01:14:36.199427+00:00,2026-07-26 01:14:36.199427+00:00,1,1,bot,2026-07-25,2026-07-26 01:14:36.199427+00:00,2.0,1,51.66
KXBTC15M-26JUL252130-30,KXBTC15M-26JUL252130,OTHER,no,0.0,997.2,20.08,16.3973,9.6384,0.9501,0.0,20.08,26.035700000000002,-6.905800000000004,2026-07-26 01:30:06.038277+00:00,977.12,20.08,20.08,11.3773,15.059999999999999,0.9501000000000001,2026-07-26 01:19:38.370363+00:00,2026-07-26 01:29:37.179946+00:00,6,4,mixed,2026-07-25,2026-07-26 01:19:38.370363+00:00,48.0,4,997.2
KXBTC15M-26JUL252145-45,KXBTC15M-26JUL252145,OTHER,no,0.0,31.56,0.0,24.6168,0.0,0.3791,0.0,0.0,24.6168,-24.995900000000002,2026-07-26 01:45:06.258302+00:00,31.56,0.0,0.0,24.6168,0.0,0.3791,2026-07-26 01:36:18.354461+00:00,2026-07-26 01:36:18.354461+00:00,1,1,manual,2026-07-25,2026-07-26 01:36:18.354461+00:00,78.0,1,31.56
KXCLUBFGAME-26JUL25AUCTOT-TIE,KXCLUBFGAME-26JUL25AUCTOT,OTHER,no,0.0,10.44,0.0,0.9396,0.0,0.0599,0.0,0.0,0.9396,-0.9994999999999999,2026-07-26 04:52:46.014861+00:00,10.44,0.0,0.0,0.9395999999999999,0.0,0.0599,2026-07-26 04:27:33.646094+00:00,2026-07-26 04:27:33.646094+00:00,1,1,manual,2026-07-25,2026-07-26 04:27:33.646094+00:00,99.0,1,10.44
KXCLUBFGAME-26JUL25LFCSUN-LFC,KXCLUBFGAME-26JUL25LFCSUN,OTHER,yes,100.0,117.93,117.93,88.4475,14.1516,2.4197,0.0,117.93,102.5991,12.9112,2026-07-26 00:03:46.061928+00:00,117.93,117.93,0.0,88.4475,14.1516,2.4197,2026-07-25 22:32:07.247302+00:00,2026-07-25 23:43:40.772704+00:00,2,1,manual,2026-07-25,2026-07-25 22:32:07.247302+00:00,99.0,1,117.93
KXELITESERIENGAME-26JUL26SKBVIF-VIF,KXELITESERIENGAME-26JUL26SKBVIF,OTHER,yes,100.0,40.53,40.53,24.318,10.9431,1.2403,0.0,40.53,35.2611,4.028600000000003,2026-07-26 14:33:46.022829+00:00,40.53,40.53,0.0,24.318,10.943100000000001,1.2403000000000002,2026-07-26 14:08:39.489235+00:00,2026-07-26 14:17:50.598533+00:00,3,1,manual,2026-07-26,2026-07-26 14:08:39.489235+00:00,99.0,1,40.53
KXITFMATCH-26JUL25TUDMBI-MBI,KXITFMATCH-26JUL25TUDMBI,ITF-M,no,0.0,11.8,0.0,1.888,0.0,0.1111,0.0,0.0,1.888,-1.9990999999999999,2026-07-25 22:47:36.435302+00:00,11.8,0.0,0.0,1.8880000000000001,0.0,0.1111,2026-07-25 22:31:08.142203+00:00,2026-07-25 22:31:08.142203+00:00,1,1,manual,2026-07-25,2026-07-25 22:31:08.142203+00:00,99.0,1,11.8
KXITFMATCH-26JUL25TUDMBI-TUD,KXITFMATCH-26JUL25TUDMBI,ITF-M,yes,100.0,28.11,28.11,9.2763,10.9629,0.9033,0.0,28.11,20.2392,6.967499999999999,2026-07-25 22:47:36.436615+00:00,28.11,28.11,0.0,9.2763,10.9629,0.9033,2026-07-25 21:55:48.121344+00:00,2026-07-25 22:13:37.764939+00:00,2,1,manual,2026-07-25,2026-07-25 21:55:48.121344+00:00,99.0,1,28.11
KXITFMATCH-26JUL26BRUNEC-NEC,KXITFMATCH-26JUL26BRUNEC,ITF-M,no,0.0,36.47,36.47,24.4349,11.6704,1.1201,0.0,36.47,36.1053,-0.755400000000001,2026-07-27 05:23:56.038433+00:00,36.47,36.47,0.0,24.4349,11.670399999999999,1.1200999999999999,2026-07-27 05:04:29.566563+00:00,2026-07-27 05:12:37.856933+00:00,2,1,manual,2026-07-26,2026-07-27 05:04:29.566563+00:00,99.0,1,36.47
KXITFMATCH-26JUL26CRONAK-CRO,KXITFMATCH-26JUL26CRONAK,ITF-M,yes,100.0,20.18,6.0,14.4642,0.24,0.2845,1418.0,20.18,14.7042,5.1913,2026-07-27 05:58:46.044559+00:00,20.18,6.0,0.0,14.464199999999998,0.24,0.2845,2026-07-27 05:25:10.281388+00:00,2026-07-27 05:48:40.959667+00:00,3,2,mixed,2026-07-26,2026-07-27 05:25:10.281388+00:00,99.0,3,20.18
KXITFMATCH-26JUL26DENHOL-DEN,KXITFMATCH-26JUL26DENHOL,ITF-M,yes,100.0,29.43,0.0,24.7212,0.0,0.2769,2943.0,29.43,24.7212,4.4319,2026-07-26 14:32:56.010176+00:00,29.43,0.0,0.0,24.7212,0.0,0.2769,2026-07-26 13:52:34.408888+00:00,2026-07-26 13:52:34.408888+00:00,1,1,manual,2026-07-26,2026-07-26 13:52:34.408888+00:00,99.0,1,29.43
KXITFMATCH-26JUL26VISVEN-VEN,KXITFMATCH-26JUL26VISVEN,ITF-M,yes,100.0,49.26,0.0,24.1374,0.0,0.8618,4926.0,49.26,24.1374,24.2608,2026-07-27 05:28:25.989399+00:00,49.26,0.0,0.0,24.1374,0.0,0.8618,2026-07-27 05:03:47.116465+00:00,2026-07-27 05:03:47.116465+00:00,1,1,manual,2026-07-26,2026-07-27 05:03:47.116465+00:00,99.0,1,49.26
KXITFMATCH-26JUL26ZAHPER-ZAH,KXITFMATCH-26JUL26ZAHPER,ITF-M,no,0.0,19.78,0.0,4.7472,0.0,0.2526,0.0,0.0,4.7472,-4.9998000000000005,2026-07-26 14:02:56.018959+00:00,19.78,0.0,0.0,4.7472,0.0,0.2526,2026-07-26 13:51:45.290070+00:00,2026-07-26 13:51:45.290070+00:00,1,1,manual,2026-07-26,2026-07-26 13:51:45.290070+00:00,99.0,1,19.78
KXITFMATCH-26JUL27BALBRE-BAL,KXITFMATCH-26JUL27BALBRE,ITF-M,no,0.0,9.0,9.0,5.94,1.35,0.1414,0.0,9.0,7.290000000000001,1.568599999999999,2026-07-27 11:03:16.015840+00:00,9.0,9.0,0.0,5.94,1.3499999999999999,0.1414,2026-07-27 09:25:40.713722+00:00,2026-07-27 10:06:40.582132+00:00,2,1,bot,2026-07-27,2026-07-27 09:25:40.713722+00:00,68.0,1,9.0
KXITFMATCH-26JUL27CAMATK-ATK,KXITFMATCH-26JUL27CAMATK,ITF-M,yes,100.0,12.0,12.0,6.0,2.52,0.21,0.0,12.0,8.52,3.2700000000000005,2026-07-28 03:59:56.013351+00:00,12.0,12.0,0.0,6.0,2.52,0.21,2026-07-28 02:50:40.290139+00:00,2026-07-28 03:51:54.199408+00:00,2,1,bot,2026-07-27,2026-07-28 02:50:40.290139+00:00,50.0,1,12.0
KXITFMATCH-26JUL27DUHLUT-LUT,KXITFMATCH-26JUL27DUHLUT,ITF-M,yes,100.0,11.0,11.0,5.61,2.53,0.3289,0.0,11.0,8.14,2.5310999999999995,2026-07-27 07:08:25.974154+00:00,11.0,11.0,0.0,5.61,2.5300000000000002,0.32889999999999997,2026-07-27 06:21:50.627299+00:00,2026-07-27 06:41:20.756521+00:00,3,2,bot,2026-07-27,2026-07-27 06:21:50.627299+00:00,52.0,1,11.0
KXITFMATCH-26JUL27GUABOR-GUA,KXITFMATCH-26JUL27GUABOR,ITF-M,no,0.0,7.0,7.0,5.67,2.24,0.1822,0.0,7.0,7.91,-1.0922,2026-07-27 10:18:16.008177+00:00,7.0,7.0,0.0,5.67,2.24,0.1822,2026-07-27 09:27:24.815748+00:00,2026-07-27 09:36:32.375668+00:00,2,1,bot,2026-07-27,2026-07-27 09:27:24.815748+00:00,81.0,1,7.0
KXITFMATCH-26JUL27JIXKOX-KOX,KXITFMATCH-26JUL27JIXKOX,ITF-M,yes,100.0,16.0,16.0,10.88,4.24,0.3152,0.0,16.0,15.120000000000001,0.5647999999999991,2026-07-27 06:48:35.959969+00:00,16.0,16.0,0.0,10.879999999999999,4.24,0.3152,2026-07-27 05:58:11.927642+00:00,2026-07-27 06:28:22.686710+00:00,4,2,bot,2026-07-27,2026-07-27 05:58:11.927642+00:00,83.0,6,16.0
KXITFMATCH-26JUL27KOZSEL-KOZ,KXITFMATCH-26JUL27KOZSEL,ITF-M,yes,100.0,10.0,10.0,5.2,3.1,0.3246,0.0,10.0,8.3,1.3753999999999993,2026-07-27 08:03:46.031360+00:00,10.0,10.0,0.0,5.2,3.0999999999999996,0.32460000000000006,2026-07-27 06:24:48.371304+00:00,2026-07-27 06:47:22.795500+00:00,3,1,bot,2026-07-27,2026-07-27 06:24:48.371304+00:00,55.0,1,10.0
KXITFMATCH-26JUL27SENKHO-KHO,KXITFMATCH-26JUL27SENKHO,ITF-M,yes,100.0,10.0,10.0,4.5,2.4,0.1733,0.0,10.0,6.9,2.9266999999999994,2026-07-27 06:58:25.976674+00:00,10.0,10.0,0.0,4.5,2.4,0.1733,2026-07-27 06:01:12.294496+00:00,2026-07-27 06:13:56.187666+00:00,2,1,bot,2026-07-27,2026-07-27 06:01:12.294496+00:00,48.0,1,10.0
KXITFMATCH-26JUL27TAKKRI-KRI,KXITFMATCH-26JUL27TAKKRI,ITF-M,no,0.0,12.0,12.0,6.12,8.16,0.3928,0.0,12.0,14.280000000000001,-2.672800000000001,2026-07-27 10:38:05.963550+00:00,12.0,12.0,0.0,6.12,8.16,0.39280000000000004,2026-07-27 09:25:37.668190+00:00,2026-07-27 09:56:04.258938+00:00,3,2,bot,2026-07-27,2026-07-27 09:25:37.668190+00:00,52.0,1,12.0
KXITFMATCH-26JUL28BELKAR-KAR,KXITFMATCH-26JUL28BELKAR,ITF-M,yes,100.0,9.0,9.0,5.94,0.09,0.1414,0.0,9.0,6.03,2.8286,2026-07-28 12:08:36.006834+00:00,9.0,9.0,0.0,5.94,0.09,0.1414,2026-07-28 10:50:52.723052+00:00,2026-07-28 12:04:12.518298+00:00,2,1,bot,2026-07-28,2026-07-28 10:50:52.723052+00:00,66.0,1,9.0
KXITFMATCH-26JUL28BREJAN-BRE,KXITFMATCH-26JUL28BREJAN,ITF-M,yes,100.0,24.0,24.0,11.55,17.34,0.7149,0.0,24.0,28.89,-5.604900000000001,2026-07-28 16:07:56.023959+00:00,24.0,24.0,0.0,11.55,17.340000000000003,0.7149,2026-07-28 14:22:08.309733+00:00,2026-07-28 14:48:51.871601+00:00,4,2,bot,2026-07-28,2026-07-28 14:00:39.892181+00:00,69.0,3,24.0
KXITFMATCH-26JUL28COCCOM-COM,KXITFMATCH-26JUL28COCCOM,ITF-M,yes,100.0,8.0,8.0,5.92,0.4,0.1078,0.0,8.0,6.32,1.5721999999999996,2026-07-28 14:13:26.007163+00:00,8.0,8.0,0.0,5.92,0.4,0.1078,2026-07-28 13:26:08.135156+00:00,2026-07-28 13:36:22.218668+00:00,2,1,bot,2026-07-28,2026-07-28 13:26:08.135156+00:00,74.0,1,8.0
KXITFMATCH-26JUL28DHOREC-REC,KXITFMATCH-26JUL28DHOREC,ITF-M,no,0.0,8.0,8.0,5.6,5.6,0.2352,0.0,8.0,11.2,-3.435199999999999,2026-07-28 16:57:46.013665+00:00,8.0,8.0,0.0,5.6,5.6,0.2352,2026-07-28 15:55:34.605435+00:00,2026-07-28 16:33:19.468351+00:00,2,1,bot,2026-07-28,2026-07-28 15:55:34.605435+00:00,70.0,1,8.0
KXITFMATCH-26JUL28DUSFIL-FIL,KXITFMATCH-26JUL28DUSFIL,ITF-M,,,,,,,,,,,,,9.0,9.0,0.0,6.12,5.529999999999999,0.28529999999999994,2026-07-28 19:33:16.516757+00:00,2026-07-28 20:02:45.161373+00:00,3,1,bot,2026-07-28,2026-07-28 19:33:16.516757+00:00,68.0,1,9.0
KXITFMATCH-26JUL28FONORT-FON,KXITFMATCH-26JUL28FONORT,ITF-M,yes,100.0,8.0,8.0,5.68,0.4,0.0,0.0,8.0,6.08,1.92,2026-07-28 17:27:46.053319+00:00,8.0,8.0,0.0,5.68,0.4,0.0,2026-07-28 17:05:08.896511+00:00,2026-07-28 17:16:40.178435+00:00,2,1,bot,2026-07-28,2026-07-28 17:04:13.130332+00:00,71.0,1,8.0
KXITFMATCH-26JUL28FRYCOQ-FRY,KXITFMATCH-26JUL28FRYCOQ,ITF-M,no,0.0,12.0,12.0,5.88,8.88,0.1617,0.0,12.0,14.760000000000002,-2.9217000000000017,2026-07-28 14:23:15.971696+00:00,12.0,12.0,0.0,5.88,8.879999999999999,0.1617,2026-07-28 12:53:07.306627+00:00,2026-07-28 13:29:36.791428+00:00,2,1,bot,2026-07-28,2026-07-28 12:53:03.818780+00:00,49.0,1,12.0
KXITFMATCH-26JUL28FUNSHA-FUN,KXITFMATCH-26JUL28FUNSHA,ITF-M,yes,100.0,34.0,34.0,11.68,20.28,0.7093,0.0,34.0,31.96,1.330699999999999,2026-07-28 14:08:26.011124+00:00,34.0,34.0,0.0,11.68,20.28,0.7093,2026-07-28 12:52:46.569729+00:00,2026-07-28 13:37:36.240760+00:00,4,2,bot,2026-07-28,2026-07-28 12:52:46.569729+00:00,46.0,2,34.0
KXITFMATCH-26JUL28HUDPED-PED,KXITFMATCH-26JUL28HUDPED,ITF-M,no,0.0,23.0,23.0,12.0,9.79,0.5284,0.0,23.0,21.79,0.6816000000000009,2026-07-28 12:13:46.010330+00:00,23.0,23.0,0.0,12.0,9.79,0.5284,2026-07-28 10:28:31.671383+00:00,2026-07-28 11:07:42.385872+00:00,5,2,bot,2026-07-28,2026-07-28 10:28:31.671383+00:00,68.0,2,23.0
KXITFMATCH-26JUL28HUELEI-LEI,KXITFMATCH-26JUL28HUELEI,ITF-M,,,,,,,,,,,,,9.0,9.0,0.0,6.209999999999999,5.31,0.1524,2026-07-28 19:56:09.593913+00:00,2026-07-28 20:06:25.139449+00:00,2,1,bot,2026-07-28,2026-07-28 19:56:09.533793+00:00,69.0,1,9.0
KXITFMATCH-26JUL28IANTAB-IAN,KXITFMATCH-26JUL28IANTAB,ITF-M,no,0.0,9.0,9.0,6.12,4.77,0.2941,0.0,9.0,10.89,-2.1841000000000004,2026-07-28 12:23:46.007935+00:00,9.0,9.0,0.0,6.12,4.7700000000000005,0.29410000000000003,2026-07-28 10:38:40.933204+00:00,2026-07-28 11:21:30.334386+00:00,2,1,bot,2026-07-28,2026-07-28 10:38:40.933204+00:00,68.0,1,9.0
KXITFMATCH-26JUL28KAMHOH-HOH,KXITFMATCH-26JUL28KAMHOH,ITF-M,yes,100.0,14.0,14.0,6.16,4.06,0.2415,0.0,14.0,10.219999999999999,3.5385000000000013,2026-07-28 10:19:26.007686+00:00,14.0,14.0,0.0,6.16,4.06,0.2415,2026-07-28 10:09:13.392865+00:00,2026-07-28 10:11:13.871678+00:00,2,1,bot,2026-07-28,2026-07-28 10:09:13.392865+00:00,44.0,1,14.0
KXITFMATCH-26JUL28LESMEN-MEN,KXITFMATCH-26JUL28LESMEN,ITF-M,no,0.0,9.0,9.0,5.67,5.94,0.2884,0.0,9.0,11.61,-2.8983999999999996,2026-07-28 18:43:06.056344+00:00,9.0,9.0,0.0,5.67,5.94,0.2884,2026-07-28 17:25:39.176756+00:00,2026-07-28 18:18:06.550214+00:00,3,1,bot,2026-07-28,2026-07-28 17:25:39.176756+00:00,63.0,1,9.0
KXITFMATCH-26JUL28MAZEDE-EDE,KXITFMATCH-26JUL28MAZEDE,ITF-M,no,0.0,18.0,18.0,6.12,14.4,0.4844,0.0,18.0,20.52,-3.0043999999999995,2026-07-28 17:57:35.956692+00:00,18.0,18.0,0.0,6.12,14.400000000000002,0.4844,2026-07-28 17:04:11.722069+00:00,2026-07-28 17:25:59.750921+00:00,3,1,bot,2026-07-28,2026-07-28 17:04:11.722069+00:00,34.0,1,18.0
KXITFMATCH-26JUL28MECORL-ORL,KXITFMATCH-26JUL28MECORL,ITF-M,yes,100.0,8.0,8.0,5.84,0.4,0.0,0.0,8.0,6.24,1.7599999999999998,2026-07-28 19:02:56.060170+00:00,8.0,8.0,0.0,5.84,0.4,0.0,2026-07-28 17:56:23.315710+00:00,2026-07-28 18:54:05.629515+00:00,2,1,bot,2026-07-28,2026-07-28 17:55:30.264375+00:00,73.0,1,8.0
KXITFMATCH-26JUL28MUNLEC-LEC,KXITFMATCH-26JUL28MUNLEC,ITF-M,no,0.0,8.0,8.0,5.44,3.84,0.2617,0.0,8.0,9.280000000000001,-1.5417000000000012,2026-07-28 13:53:46.005093+00:00,8.0,8.0,0.0,5.44,3.84,0.2617,2026-07-28 13:13:09.466478+00:00,2026-07-28 13:18:29.783230+00:00,2,1,bot,2026-07-28,2026-07-28 13:13:09.466478+00:00,74.0,1,8.0
KXITFMATCH-26JUL28NAGBRA-NAG,KXITFMATCH-26JUL28NAGBRA,ITF-M,yes,100.0,8.0,8.0,5.68,0.4,0.1154,0.0,8.0,6.08,1.8046,2026-07-28 19:22:56.057055+00:00,8.0,8.0,0.0,5.68,0.4,0.1154,2026-07-28 18:33:08.525947+00:00,2026-07-28 18:58:02.513067+00:00,2,1,bot,2026-07-28,2026-07-28 18:30:07.777175+00:00,74.0,2,8.0
KXITFMATCH-26JUL28OBELIS-LIS,KXITFMATCH-26JUL28OBELIS,ITF-M,yes,100.0,11.0,11.0,5.83,1.76,0.1919,0.0,11.0,7.59,3.2181,2026-07-28 11:58:55.955261+00:00,11.0,11.0,0.0,5.83,1.76,0.1919,2026-07-28 10:59:40.577126+00:00,2026-07-28 11:16:00.485593+00:00,2,1,bot,2026-07-28,2026-07-28 10:59:40.577126+00:00,53.0,1,11.0
KXITFMATCH-26JUL28OLIVER-VER,KXITFMATCH-26JUL28OLIVER,ITF-M,,,,,,,,,,,,,10.0,0.0,0.0,6.0,0.0,0.0,2026-07-28 20:03:57.142977+00:00,2026-07-28 20:03:57.142977+00:00,1,1,bot,2026-07-28,2026-07-28 20:03:53.355129+00:00,60.0,1,10.0
KXITFMATCH-26JUL28OSOCHA-OSO,KXITFMATCH-26JUL28OSOCHA,ITF-M,yes,100.0,8.0,8.0,5.92,0.4,0.1078,0.0,8.0,6.32,1.5721999999999996,2026-07-28 19:32:56.005385+00:00,8.0,8.0,0.0,5.92,0.4,0.1078,2026-07-28 18:50:30.537379+00:00,2026-07-28 19:24:04.940003+00:00,2,1,bot,2026-07-28,2026-07-28 18:50:30.537379+00:00,74.0,1,8.0
KXITFMATCH-26JUL28PERMOL-PER,KXITFMATCH-26JUL28PERMOL,ITF-M,no,0.0,10.0,10.0,5.7,6.9,0.3214,0.0,10.0,12.600000000000001,-2.9214000000000016,2026-07-28 11:04:15.957363+00:00,10.0,10.0,0.0,5.699999999999999,6.899999999999999,0.3214,2026-07-28 10:09:14.506762+00:00,2026-07-28 10:27:28.183454+00:00,3,1,bot,2026-07-28,2026-07-28 10:09:14.506762+00:00,57.0,1,10.0
KXITFMATCH-26JUL28PERZAH-ZAH,KXITFMATCH-26JUL28PERZAH,ITF-M,yes,100.0,9.0,9.0,5.76,0.09,0.1452,0.0,9.0,5.85,3.0048000000000004,2026-07-28 16:52:56.005445+00:00,9.0,9.0,0.0,5.76,0.09,0.1452,2026-07-28 15:55:33.502032+00:00,2026-07-28 16:34:15.899294+00:00,2,1,bot,2026-07-28,2026-07-28 15:55:33.502032+00:00,67.0,1,9.0
KXITFMATCH-26JUL28PLUPLA-PLU,KXITFMATCH-26JUL28PLUPLA,ITF-M,yes,100.0,11.0,11.0,5.94,1.65,0.1913,0.0,11.0,7.59,3.2187,2026-07-28 16:37:46.009733+00:00,11.0,11.0,0.0,5.94,1.65,0.1913,2026-07-28 15:32:55.664458+00:00,2026-07-28 16:28:08.134835+00:00,2,1,bot,2026-07-28,2026-07-28 15:32:55.664458+00:00,54.0,1,11.0
KXITFMATCH-26JUL28ROUSTR-STR,KXITFMATCH-26JUL28ROUSTR,ITF-M,yes,100.0,9.0,9.0,6.12,0.45,0.0,0.0,9.0,6.57,2.4299999999999997,2026-07-28 16:47:46.019645+00:00,9.0,9.0,0.0,6.12,0.45,0.0,2026-07-28 16:01:38.188408+00:00,2026-07-28 16:42:14.125469+00:00,2,1,bot,2026-07-28,2026-07-28 16:01:11.707455+00:00,68.0,1,9.0
KXITFMATCH-26JUL28SALFAB-FAB,KXITFMATCH-26JUL28SALFAB,ITF-M,yes,100.0,13.0,13.0,5.98,3.12,0.2261,0.0,13.0,9.100000000000001,3.6738999999999984,2026-07-28 16:32:55.962838+00:00,13.0,13.0,0.0,5.98,3.12,0.2261,2026-07-28 15:32:54.554187+00:00,2026-07-28 16:16:47.828107+00:00,2,1,bot,2026-07-28,2026-07-28 15:32:54.554187+00:00,48.0,1,13.0
KXITFMATCH-26JUL28SARTOF-SAR,KXITFMATCH-26JUL28SARTOF,ITF-M,yes,100.0,10.0,10.0,5.7,6.9,0.3214,0.0,10.0,12.600000000000001,-2.9214000000000016,2026-07-28 12:53:35.965913+00:00,10.0,10.0,0.0,5.699999999999999,6.8999999999999995,0.3214,2026-07-28 10:45:29.821826+00:00,2026-07-28 11:23:31.748260+00:00,2,1,bot,2026-07-28,2026-07-28 10:45:29.821826+00:00,57.0,1,10.0
KXITFMATCH-26JUL28STOBAE-STO,KXITFMATCH-26JUL28STOBAE,ITF-M,,,,,,,,,,,,,8.0,8.0,0.0,5.84,5.28,0.2361,2026-07-28 19:01:31.236599+00:00,2026-07-28 19:29:12.765187+00:00,2,1,bot,2026-07-28,2026-07-28 19:01:31.236599+00:00,73.0,1,8.0
KXITFMATCH-26JUL28TABSPI-SPI,KXITFMATCH-26JUL28TABSPI,ITF-M,no,0.0,28.0,28.0,12.32,23.0,0.4308,0.0,28.0,35.32,-7.7508,2026-07-28 16:47:46.017876+00:00,28.0,28.0,0.0,12.32,23.0,0.4308,2026-07-28 14:02:11.119047+00:00,2026-07-28 16:33:19.159807+00:00,4,2,bot,2026-07-28,2026-07-28 14:02:11.119047+00:00,62.0,2,28.0
KXITFMATCH-26JUL28VANMAT-VAN,KXITFMATCH-26JUL28VANMAT,ITF-M,yes,100.0,9.0,9.0,5.67,0.45,0.1469,0.0,9.0,6.12,2.7331,2026-07-28 10:49:06.005881+00:00,9.0,9.0,0.0,5.67,0.45,0.1469,2026-07-28 09:59:39.813200+00:00,2026-07-28 10:44:49.202475+00:00,2,1,bot,2026-07-28,2026-07-28 09:59:39.813200+00:00,63.0,1,9.0
KXITFMATCH-26JUL28WEIRIS-RIS,KXITFMATCH-26JUL28WEIRIS,ITF-M,no,0.0,41.0,41.0,18.24,17.8,0.8118,0.0,41.0,36.04,4.148200000000001,2026-07-28 15:37:56.010032+00:00,41.0,41.0,0.0,18.240000000000002,17.8,0.8118000000000001,2026-07-28 13:32:08.765254+00:00,2026-07-28 14:55:14.871067+00:00,8,3,bot,2026-07-28,2026-07-28 13:32:08.765254+00:00,40.0,3,41.0
KXITFWMATCH-26JUL25BUCMAL-BUC,KXITFWMATCH-26JUL25BUCMAL,ITF-W,yes,100.0,72.15,72.15,49.0735,12.5557,1.331,0.0,72.15,61.629200000000004,9.189800000000002,2026-07-25 19:52:06.029024+00:00,72.15,72.15,0.0,49.073499999999996,12.5557,1.331,2026-07-25 18:56:39.245443+00:00,2026-07-25 19:44:16.108506+00:00,6,2,manual,2026-07-25,2026-07-25 18:56:39.245443+00:00,99.0,2,72.15
KXITFWMATCH-26JUL25BUCMAL-MAL,KXITFWMATCH-26JUL25BUCMAL,ITF-W,no,0.0,27.93,27.93,10.3689,21.2268,0.7979,0.0,27.93,31.5957,-4.463600000000001,2026-07-25 19:52:06.029024+00:00,27.93,27.93,0.0,10.3689,21.2268,0.7979,2026-07-25 19:05:14.826071+00:00,2026-07-25 19:30:26.954329+00:00,3,2,mixed,2026-07-25,2026-07-25 19:05:14.826071+00:00,99.0,2,27.93
KXITFWMATCH-26JUL25LUXCHA-CHA,KXITFWMATCH-26JUL25LUXCHA,ITF-W,yes,100.0,11.86,11.86,2.8464,1.779,0.2574,0.0,11.86,4.6254,6.9772,2026-07-25 22:22:46.032736+00:00,11.86,11.86,0.0,2.8463999999999996,1.779,0.25739999999999996,2026-07-25 21:54:36.721603+00:00,2026-07-25 22:13:14.792872+00:00,2,1,manual,2026-07-25,2026-07-25 21:54:36.721603+00:00,99.0,1,11.86
KXITFWMATCH-26JUL25LUXCHA-LUX,KXITFWMATCH-26JUL25LUXCHA,ITF-W,no,0.0,9.4,0.0,0.846,0.0,0.054,0.0,0.0,0.846,-0.9,2026-07-25 22:22:46.031530+00:00,9.4,0.0,0.0,0.846,0.0,0.054,2026-07-25 22:18:21.600910+00:00,2026-07-25 22:18:21.600910+00:00,2,2,manual,2026-07-25,2026-07-25 22:18:21.600910+00:00,99.0,1,9.4
