date,start,tour,tournament,surface,round,p1,r1,p2,r2,gap,p1_win_rank
2026-08-06,18:30,ITF_WOMEN_DOUBLES,"W35 Southaven, MS",hard,,Cabezas Dominguez/ Tanguilig,,Chan/ Hui,,,
2026-08-06,18:30,ITF_MEN_DOUBLES,"M25 Southaven, MS",hard,,Giese/ Landau,,Anthrop/ Bennani,,,
2026-08-06,18:30,ITF_WOMEN_DOUBLES,"W35 Southaven, MS",hard,,Bueno/ Nahum,,Lee/ Sema,,,
2026-08-06,19:00,ITF_MEN,M25+H Tauste,hard,QF,H. S. Callejon,441.0,I. Almazan Valiente,532.0,91.0,0.5421097021833089
2026-08-06,19:00,ITF_MEN_DOUBLES,M25+H Tauste,hard,SF,Colombo/ Izquierdo Luque,,Ganta/  Shah,,,
2026-08-06,19:00,ITF_MEN_DOUBLES,M25 Londrina,clay,QF,Meneguetti/ Price,,Ribeiro de Almeida/ Kohlmann,,,
2026-08-06,19:30,ATP_DOUBLES,Montreal,hard,R32,Draxl/ Harper,,Marozsan/ Medvedev,,,
2026-08-06,19:30,WTA_DOUBLES,Toronto,hard,R32,Fernandez/ Fernandez,,Mertens/ Shnaider,,,
2026-08-06,19:30,WTA_DOUBLES,Toronto,hard,R32,Hsieh S-/Ostapenko,,Sakkari/ Vekic,,,
2026-08-06,20:00,ATP_DOUBLES,Montreal,hard,R32,Michelsen/ Tien,,Arevalo/ Pavic,,,
2026-08-06,21:00,ITF_MEN_DOUBLES,M25 Londrina,clay,R16,Bini/ Scramin do Lago,,Ribeiro de Almeida/ Kohlmann,,,
2026-08-06,21:05,ATP,Montreal,hard,R64,A. Michelsen,42.0,F. Cerundolo,23.0,-19.0,0.36773225128891257
2026-08-06,21:05,WTA,Toronto,hard,R64,P. Udvardy,74.0,N. Osaka,13.0,-61.0,0.1729011514611976
2026-08-06,21:15,ITF_MEN_DOUBLES,M25 Londrina,clay,R16,Augusto dos Santos/ Osorio,,Leston/ Zarate,,,
2026-08-06,21:30,ITF_MEN,M25 Londrina,clay,R16,G. V. Costa,,M. Zeitune,628.0,,
2026-08-06,21:55,ATP,Montreal,hard,R64,F. Marozsan,61.0,M. Arnaldi,35.0,-26.0,0.37754696165053975
2026-08-06,22:05,WTA,Toronto,hard,R64,L. Samsonova,70.0,B. Krejcikova,25.0,-45.0,0.28360333203019733
2026-08-06,22:10,ATP,Montreal,hard,R64,J. Fearnley,110.0,J. Mensik,17.0,-93.0,0.15702393492493905
2026-08-06,22:15,ATP,Montreal,hard,R64,K. Khachanov,39.0,T. Atmane,46.0,7.0,0.5370747711865822
2026-08-06,22:35,CHALLENGER_DOUBLES,Lexington,hard,R16,Andrade/ Maginley,,Arseneault/ Arseneault,,,
2026-08-06,22:45,WTA,Toronto,hard,R64,L. Noskova,7.0,C. McNally,73.0,66.0,0.8918804329615393
2026-08-06,22:45,CHALLENGER,Lexington,hard,R16,S. Kwon,153.0,A. Ilagan,248.0,95.0,0.6069934548820597
2026-08-06,22:55,ATP,Montreal,hard,R64,U. Humbert,28.0,D. Merida Aguilar,61.0,33.0,0.6683656546851436
2026-08-06,23:00,ITF_WOMEN_DOUBLES,"W100 Landisville, PA",hard,R16,El Jardi/ Lincer,,Harrison/ Hewitt,,,
2026-08-06,23:10,ATP,Montreal,hard,R64,D. Medvedev,6.0,B. Van De Zandschulp,70.0,64.0,0.9012385106607947
2026-08-06,23:15,WTA,Toronto,hard,R64,R. Zarazua,83.0,L. Fernandez,34.0,-49.0,0.30933457157068783
2026-08-06,23:20,ITF_MEN,"M25 Southaven, MS",hard,R32,C. Chidekh,202.0,N. Nakagawa,739.0,537.0,0.7626615550319654
2026-08-06,23:25,ITF_WOMEN,"W100 Landisville, PA",hard,R32,C. Ansari,260.0,K. Collins,412.0,152.0,0.6021202965397775
2026-08-06,23:30,ATP,Montreal,hard,R64,T. Droguet,119.0,F. Auger-Aliassime,4.0,-115.0,0.045064619774894524
2026-08-06,23:35,ITF_WOMEN,"W100 Landisville, PA",hard,R32,M. Sieg,372.0,M. Rapolu,387.0,15.0,0.5088935006412512
2026-08-06,23:35,WTA,Toronto,hard,R64,S. Cirstea,17.0,M. Joint,76.0,59.0,0.7937644833946209
2026-08-06,23:35,CHALLENGER,Lexington,hard,R16,S. Gorzny,876.0,B. Gojo,163.0,-713.0,0.18042743001111397
2026-08-06,23:45,ITF_MEN_DOUBLES,M25 Londrina,clay,R16,De Almeida Santos/ Ortenblad Nogueira,,Camargo Lima/ Schenekenberg,,,
2026-08-06,23:45,ITF_MEN_DOUBLES,M25 Londrina,clay,R16,De Almeida Santos/ Ortenblad Nogueira,,Meneguetti/ Price,,,
2026-08-06,23:50,ITF_WOMEN,"W35 Southaven, MS",hard,R32,D. Ivanova,609.0,A. Schuman,878.0,269.0,0.5815757824301744
2026-08-06,23:50,ITF_WOMEN,"W100 Landisville, PA",hard,R32,H. Vandewinkel,91.0,M. Brengle,213.0,122.0,0.6825226840536476
2026-08-07,00:30,ATP,Montreal,hard,R32,F. Tiafoe,20.0,A. Rinderknech,29.0,9.0,0.5828313286922134
2026-08-07,00:30,WTA_DOUBLES,Toronto,hard,R32,Kato/ Samsonova,,Eala/ Williams,,,
2026-08-07,08:00,ITF_WOMEN,W75 Koksijde (Belgium),clay,QF,M. Matoula,316.0,N. Basiletti,314.0,-2.0,0.4985714276595974
2026-08-07,08:00,ITF_WOMEN,W75 Koksijde (Belgium),clay,QF,A. Mintegi Del Olmo,296.0,E. R. Bertea,269.0,-27.0,0.4784924630410111
2026-08-07,09:00,CHALLENGER,Grodzisk Mazowiecki,hard,QF,A. Donski,551.0,D. Glinka,166.0,-385.0,0.25354910564950034
2026-08-07,09:00,CHALLENGER,Hagen,clay,QF,Z. Piros,123.0,G. Den Ouden,222.0,99.0,0.6298197746409323
2026-08-07,09:00,CHALLENGER,Grodzisk Mazowiecki,hard,QF,M. Ribecai,265.0,A. Guerrieri,213.0,-52.0,0.4510092126204028
2026-08-07,09:00,CHALLENGER,Hagen,clay,QF,T. Gentzsch,185.0,H. Squire,211.0,26.0,0.5295535305540053
2026-08-07,10:00,CHALLENGER,Istanbul 2 (Turkey),hard,QF,I. Simakin,297.0,F. Bax,247.0,-50.0,0.45861752527146954
2026-08-07,10:00,CHALLENGER,Istanbul 2 (Turkey),hard,QF,A. Ghibaudo,351.0,M. Basing,250.0,-101.0,0.4242397067232344
2026-08-07,12:00,CHALLENGER,Plovdiv 2 (Bulgaria),clay,QF,A. Andreev,,P. Nesterov,364.0,,
2026-08-07,12:00,CHALLENGER,Plovdiv 2 (Bulgaria),clay,QF,C. Sanchez Jover,377.0,G. Lazarov,,,
2026-08-07,14:00,ATP_DOUBLES,Montreal,hard,R32,Arribage/ Olivetti,,Schnaitter/ Wallner,,,
2026-08-07,14:00,ATP_DOUBLES,Montreal,hard,R32,Pavlasek/ Rikl,,Doumbia/ Reboul,548.0,,
2026-08-07,14:00,ATP_DOUBLES,Montreal,hard,R32,Nys/ Roger-Vasselin,,Granollers/ Zeballos,35.0,,
2026-08-07,14:00,ATP_DOUBLES,Montreal,hard,R32,Khachanov/ Rublev,,Arnaldi/ Musetti,,,
2026-08-07,14:00,ATP,Montreal,hard,R32,Z. Bergs,34.0,B. Shelton,8.0,-26.0,0.21379044086098287
2026-08-07,14:00,ATP,Montreal,hard,R32,C. Ruud,13.0,J. Fonseca,27.0,14.0,0.6587657366895855
2026-08-07,14:00,ATP,Montreal,hard,R32,A. Popyrin,139.0,T. A. Tirante,65.0,-74.0,0.3353517445332063
2026-08-07,14:00,WTA,Toronto,hard,R32,A. Li,31.0,E. Rybakina,2.0,-29.0,0.0782218164404174
2026-08-07,14:00,WTA,Toronto,hard,R32,T. Townsend,110.0,B. Bencic,14.0,-96.0,0.13525406988174185
2026-08-07,14:00,WTA_DOUBLES,Toronto,hard,R32,Guo/ Mladenovic,,Routliffe/ Sutjiadi,,,
2026-08-07,14:00,WTA_DOUBLES,Toronto,hard,R32,Neel/ Olmos,,Danilina/ Krunic,,,
2026-08-07,14:00,WTA_DOUBLES,Toronto,hard,R32,Kessler/ Pegula,,Errani/ Melichar-Martinez,,,
2026-08-07,14:00,WTA_DOUBLES,Toronto,hard,R32,Muhammad/ Stollar,,Tang/ Xu,,,
2026-08-07,14:00,WTA_DOUBLES,Toronto,hard,R32,Bucsa/ Chong,,Mihalikova/ Nicholls,,,
2026-08-07,14:00,WTA_DOUBLES,Toronto,hard,R32,Andreescu/ Cross,,Eikeri/ Gleason,,,
2026-08-07,14:00,WTA_DOUBLES,Toronto,hard,R32,Siniakova/ Zhang,,Andreeva/ Cirstea,,,
2026-08-07,14:00,ATP,Montreal,hard,R32,B. Van De Zandschulp,70.0,H. Hurkacz,71.0,1.0,0.503191499528719
2026-08-07,14:00,ATP,Montreal,hard,R32,D. Merida Aguilar,61.0,A. Michelsen,42.0,-19.0,0.4168096912882608
2026-08-07,14:00,ATP,Montreal,hard,R32,T. Griekspoor,69.0,M. Arnaldi,35.0,-34.0,0.3518578914999414
2026-08-07,14:00,ATP,Montreal,hard,R32,T. Atmane,46.0,J. Mensik,17.0,-29.0,0.28989681375497667
2026-08-07,14:00,ATP_DOUBLES,Montreal,hard,R32,Harrison/ Skupski,,Bhambri/ Venus,71.0,,
2026-08-07,14:00,ATP_DOUBLES,Montreal,hard,R32,Darderi/ Tabilo,,Rinderknech/ Vacherot,,,
2026-08-07,14:00,ATP_DOUBLES,Montreal,hard,R32,Bolelli/ Vavassori,,Luz/ Matos,292.0,,
2026-08-07,14:00,CHALLENGER,Lexington,hard,QF,A. Shelbayh,267.0,D. Lajovic,149.0,-118.0,0.37169032333422236
2026-08-07,21:00,WTA,Toronto,hard,R32,N. Bartunkova,42.0,A. Anisimova,10.0,-32.0,0.21558616362583077
2026-08-07,21:00,WTA_DOUBLES,Toronto,hard,R32,Chan H-/Joint,,Aoyama/ Liang,,,
2026-08-07,21:00,ATP_DOUBLES,Montreal,hard,R32,Cabral/ Tracy,,Ram/ Salisbury,,,
2026-08-07,21:00,ITF_MEN,M25 Londrina,clay,QF,J. S. Osorio,763.0,M. Zeitune,628.0,-135.0,0.4563002624507533
2026-08-07,21:00,WTA_DOUBLES,Toronto,hard,R32,Jiang/ Wu,,Bouzkova/ Noskova,,,
2026-08-07,21:30,ATP_DOUBLES,Montreal,hard,R32,Krajicek/ Mektic,,Andreozzi/ Guinard,,,
2026-08-07,21:30,ITF_WOMEN_DOUBLES,"W100 Landisville, PA",hard,,Cho I-/Cho,,Rogers/ Zamarripa,,,
2026-08-07,22:00,ATP,Montreal,hard,R32,J. Lehecka,12.0,A. Blockx,32.0,20.0,0.7073910042421088
2026-08-07,22:30,CHALLENGER,Lexington,hard,R16,S. Johnson,524.0,J. D. Hara Friend,314.0,-210.0,0.3867749902097995
2026-08-07,22:30,CHALLENGER,Lexington,hard,R16,A. Martin,340.0,M. Hurrion,670.0,330.0,0.6480545961604519
2026-08-07,22:30,ITF_MEN_DOUBLES,M25 Londrina,clay,QF,Braga/ Braga,,Leite/ Saraiva Dos Santos,,,
2026-08-07,23:00,WTA,Toronto,hard,R32,E. Svitolina,9.0,A. Potapova,27.0,18.0,0.7288411627050326
2026-08-07,23:00,ATP,Montreal,hard,R32,R. Jodar,15.0,L. Musetti,13.0,-2.0,0.46784674190001485
2026-08-07,23:00,WTA,Toronto,hard,R32,A. Sabalenka,1.0,S. Zhang,62.0,61.0,0.9762101984172821
2026-08-07,23:00,ITF_WOMEN_DOUBLES,"W100 Landisville, PA",hard,,Crawley/ Daniel,,Broadus/ Collins,,,
2026-08-07,23:30,ATP,Montreal,hard,,B. Nakashima,31.0,T. Droguet,119.0,88.0,0.7704091029746641
2026-08-08,14:00,WTA,Toronto,hard,R32,I. Jovic,16.0,A. Korneeva,174.0,158.0,0.8954648807823877
2026-08-08,14:00,WTA,Toronto,hard,R32,M. Sakkari,33.0,C. Gauff,4.0,-29.0,0.13019996490187216
2026-08-08,14:00,WTA,Toronto,hard,R32,E. Mertens,23.0,N. Osaka,13.0,-10.0,0.3743756578209788
2026-08-08,14:00,WTA,Toronto,hard,R32,M. Andreeva,5.0,L. Fernandez,34.0,29.0,0.8488013125663272
2026-09-18,08:00,TEAMS_MEN,Davis Cup - World Group Teams,,,Austria,,Belgium,,,
2026-09-18,08:00,TEAMS_MEN,Davis Cup - World Group Teams,,,Canada,,France,,,
2026-09-18,08:00,TEAMS_MEN,Davis Cup - World Group Teams,,,Chile,,Spain,,,
2026-09-18,08:00,TEAMS_MEN,Davis Cup - World Group Teams,,,Czech Republic,,USA,,,
2026-09-18,08:00,TEAMS_MEN,Davis Cup - World Group Teams,,,Germany,,Croatia,,,
2026-09-18,08:00,TEAMS_MEN,Davis Cup - World Group Teams,,,Great Britain,,Ecuador,,,
2026-09-18,08:00,TEAMS_MEN,Davis Cup - World Group Teams,,,South Korea,,India,,,
2026-09-25,14:00,TEAMS_MEN,Laver Cup Teams,,,Europe,,World,,,
