minute,leader_goals,trailer_goals,leader_strength,trailer_strength,competition,matches,comebacks,comebacks_per_100,could_really_be_low_per_100,could_really_be_high_per_100
55,2,0,middle third,bottom third,col.1,41,0,0.00,0.00,8.57
55,2,0,middle third,top third,col.1,46,0,0.00,0.00,7.71
55,2,0,top third,bottom third,col.1,59,1,1.69,0.30,9.00
55,2,0,top third,middle third,col.1,58,0,0.00,0.00,6.21
55,2,0,top third,top third,col.1,75,1,1.33,0.24,7.17
55,2,1,ALL,ALL,col.1,295,23,7.80,5.25,11.43
55,2,1,middle third,middle third,col.1,30,1,3.33,0.59,16.67
55,2,1,middle third,top third,col.1,40,6,15.00,7.06,29.07
55,2,1,top third,bottom third,col.1,30,0,0.00,0.00,11.35
55,2,1,top third,middle third,col.1,37,3,8.11,2.80,21.30
55,2,1,top third,top third,col.1,56,7,12.50,6.19,23.63
55,1,0,ALL,ALL,col.1,1411,88,6.24,5.09,7.62
55,1,0,bottom third,bottom third,col.1,91,4,4.40,1.72,10.76
55,1,0,bottom third,middle third,col.1,115,17,14.78,9.44,22.40
55,1,0,bottom third,top third,col.1,100,6,6.00,2.78,12.48
55,1,0,middle third,bottom third,col.1,163,6,3.68,1.70,7.80
55,1,0,middle third,middle third,col.1,147,8,5.44,2.78,10.37
55,1,0,middle third,top third,col.1,142,10,7.04,3.87,12.48
55,1,0,top third,bottom third,col.1,153,8,5.23,2.67,9.98
55,1,0,top third,middle third,col.1,192,10,5.21,2.85,9.32
55,1,0,top third,top third,col.1,266,18,6.77,4.32,10.44
56,3,0,ALL,ALL,col.1,83,1,1.20,0.21,6.51
56,3,1,ALL,ALL,col.1,59,1,1.69,0.30,9.00
56,2,0,ALL,ALL,col.1,412,5,1.21,0.52,2.81
56,2,0,bottom third,bottom third,col.1,38,1,2.63,0.47,13.50
56,2,0,middle third,bottom third,col.1,43,0,0.00,0.00,8.20
56,2,0,middle third,middle third,col.1,30,1,3.33,0.59,16.67
56,2,0,middle third,top third,col.1,46,0,0.00,0.00,7.71
56,2,0,top third,bottom third,col.1,61,1,1.64,0.29,8.72
56,2,0,top third,middle third,col.1,57,0,0.00,0.00,6.31
56,2,0,top third,top third,col.1,78,1,1.28,0.23,6.91
56,2,1,ALL,ALL,col.1,305,23,7.54,5.08,11.06
56,2,1,middle third,bottom third,col.1,34,1,2.94,0.52,14.92
56,2,1,middle third,top third,col.1,43,6,13.95,6.56,27.26
56,2,1,top third,middle third,col.1,37,3,8.11,2.80,21.30
56,2,1,top third,top third,col.1,61,7,11.48,5.67,21.84
56,1,0,ALL,ALL,col.1,1415,86,6.08,4.95,7.45
56,1,0,bottom third,bottom third,col.1,91,4,4.40,1.72,10.76
56,1,0,bottom third,middle third,col.1,117,17,14.53,9.27,22.04
56,1,0,bottom third,top third,col.1,99,6,6.06,2.81,12.60
56,1,0,middle third,bottom third,col.1,163,6,3.68,1.70,7.80
56,1,0,middle third,middle third,col.1,147,8,5.44,2.78,10.37
56,1,0,middle third,top third,col.1,143,8,5.59,2.86,10.65
56,1,0,top third,bottom third,col.1,154,8,5.19,2.66,9.92
56,1,0,top third,middle third,col.1,191,10,5.24,2.87,9.37
56,1,0,top third,top third,col.1,267,18,6.74,4.31,10.40
57,3,0,ALL,ALL,col.1,91,1,1.10,0.19,5.97
57,3,1,ALL,ALL,col.1,60,2,3.33,0.92,11.36
57,2,0,ALL,ALL,col.1,423,4,0.95,0.37,2.41
57,2,0,bottom third,bottom third,col.1,37,1,2.70,0.48,13.82
57,2,0,bottom third,middle third,col.1,32,1,3.12,0.55,15.74
57,2,0,middle third,bottom third,col.1,44,0,0.00,0.00,8.03
57,2,0,middle third,top third,col.1,47,0,0.00,0.00,7.56
57,2,0,top third,bottom third,col.1,65,1,1.54,0.27,8.21
57,2,0,top third,middle third,col.1,59,0,0.00,0.00,6.11
57,2,0,top third,top third,col.1,79,1,1.27,0.22,6.83
57,2,1,ALL,ALL,col.1,306,24,7.84,5.33,11.40
57,2,1,middle third,bottom third,col.1,33,1,3.03,0.54,15.32
57,2,1,middle third,middle third,col.1,30,2,6.67,1.85,21.32
57,2,1,middle third,top third,col.1,44,6,13.64,6.40,26.71
57,2,1,top third,middle third,col.1,38,4,10.53,4.17,24.13
57,2,1,top third,top third,col.1,59,7,11.86,5.87,22.52
57,1,0,ALL,ALL,col.1,1406,82,5.83,4.72,7.18
57,1,0,bottom third,bottom third,col.1,90,4,4.44,1.74,10.88
57,1,0,bottom third,middle third,col.1,111,16,14.41,9.07,22.14
57,1,0,bottom third,top third,col.1,98,6,6.12,2.84,12.72
57,1,0,middle third,bottom third,col.1,164,5,3.05,1.31,6.94
57,1,0,middle third,middle third,col.1,147,7,4.76,2.33,9.50
57,1,0,middle third,top third,col.1,144,9,6.25,3.32,11.45
57,1,0,top third,bottom third,col.1,151,8,5.30,2.71,10.11
57,1,0,top third,middle third,col.1,189,10,5.29,2.90,9.46
57,1,0,top third,top third,col.1,268,16,5.97,3.71,9.48
58,3,0,ALL,ALL,col.1,92,0,0.00,0.00,4.01
58,3,1,ALL,ALL,col.1,61,2,3.28,0.90,11.19
58,2,0,ALL,ALL,col.1,429,4,0.93,0.36,2.37
58,2,0,bottom third,bottom third,col.1,35,1,2.86,0.51,14.53
58,2,0,bottom third,middle third,col.1,31,1,3.23,0.57,16.19
58,2,0,middle third,bottom third,col.1,44,0,0.00,0.00,8.03
58,2,0,middle third,top third,col.1,48,0,0.00,0.00,7.41
58,2,0,top third,bottom third,col.1,62,1,1.61,0.29,8.59
58,2,0,top third,middle third,col.1,66,0,0.00,0.00,5.50
58,2,0,top third,top third,col.1,81,1,1.23,0.22,6.67
58,2,1,ALL,ALL,col.1,324,22,6.79,4.53,10.07
58,2,1,middle third,bottom third,col.1,34,1,2.94,0.52,14.92
58,2,1,middle third,middle third,col.1,32,1,3.12,0.55,15.74
58,2,1,middle third,top third,col.1,44,6,13.64,6.40,26.71
58,2,1,top third,bottom third,col.1,34,0,0.00,0.00,10.15
58,2,1,top third,middle third,col.1,40,4,10.00,3.96,23.05
58,2,1,top third,top third,col.1,57,6,10.53,4.91,21.12
58,1,0,ALL,ALL,col.1,1399,81,5.79,4.68,7.14
58,1,0,bottom third,bottom third,col.1,90,4,4.44,1.74,10.88
58,1,0,bottom third,middle third,col.1,110,16,14.55,9.16,22.33
58,1,0,bottom third,top third,col.1,96,7,7.29,3.58,14.29
58,1,0,middle third,bottom third,col.1,162,5,3.09,1.33,7.02
58,1,0,middle third,middle third,col.1,149,8,5.37,2.75,10.24
58,1,0,middle third,top third,col.1,148,8,5.41,2.76,10.30
58,1,0,top third,bottom third,col.1,150,8,5.33,2.73,10.17
58,1,0,top third,middle third,col.1,183,9,4.92,2.61,9.08
58,1,0,top third,top third,col.1,266,16,6.02,3.74,9.55
59,3,0,ALL,ALL,col.1,92,0,0.00,0.00,4.01
59,3,1,ALL,ALL,col.1,66,2,3.03,0.83,10.39
59,2,0,ALL,ALL,col.1,430,3,0.70,0.24,2.03
59,2,0,bottom third,bottom third,col.1,34,1,2.94,0.52,14.92
59,2,0,bottom third,middle third,col.1,33,1,3.03,0.54,15.32
59,2,0,middle third,bottom third,col.1,44,0,0.00,0.00,8.03
59,2,0,middle third,middle third,col.1,30,0,0.00,0.00,11.35
59,2,0,middle third,top third,col.1,48,0,0.00,0.00,7.41
59,2,0,top third,bottom third,col.1,61,1,1.64,0.29,8.72
59,2,0,top third,middle third,col.1,69,0,0.00,0.00,5.27
59,2,0,top third,top third,col.1,78,0,0.00,0.00,4.69
59,2,1,ALL,ALL,col.1,331,23,6.95,4.67,10.21
59,2,1,middle third,bottom third,col.1,34,1,2.94,0.52,14.92
59,2,1,middle third,middle third,col.1,32,2,6.25,1.73,20.15
59,2,1,middle third,top third,col.1,44,5,11.36,4.95,23.98
59,2,1,top third,bottom third,col.1,35,0,0.00,0.00,9.89
59,2,1,top third,middle third,col.1,42,5,11.90,5.19,25.00
59,2,1,top third,top third,col.1,59,6,10.17,4.74,20.46
59,1,0,ALL,ALL,col.1,1393,79,5.67,4.57,7.01
59,1,0,bottom third,bottom third,col.1,95,5,5.26,2.27,11.74
59,1,0,bottom third,middle third,col.1,106,15,14.15,8.77,22.04
59,1,0,bottom third,top third,col.1,96,7,7.29,3.58,14.29
59,1,0,middle third,bottom third,col.1,159,5,3.14,1.35,7.15
59,1,0,middle third,middle third,col.1,148,7,4.73,2.31,9.44
59,1,0,middle third,top third,col.1,147,8,5.44,2.78,10.37
59,1,0,top third,bottom third,col.1,152,8,5.26,2.69,10.04
59,1,0,top third,middle third,col.1,180,9,5.00,2.65,9.23
59,1,0,top third,top third,col.1,264,14,5.30,3.18,8.70
60,3,0,ALL,ALL,col.1,90,0,0.00,0.00,4.09
60,3,1,ALL,ALL,col.1,70,2,2.86,0.79,9.83
60,2,0,ALL,ALL,col.1,443,3,0.68,0.23,1.97
60,2,0,bottom third,bottom third,col.1,32,1,3.12,0.55,15.74
60,2,0,bottom third,middle third,col.1,32,1,3.12,0.55,15.74
60,2,0,middle third,bottom third,col.1,45,0,0.00,0.00,7.87
60,2,0,middle third,middle third,col.1,32,0,0.00,0.00,10.72
60,2,0,middle third,top third,col.1,53,0,0.00,0.00,6.76
60,2,0,top third,bottom third,col.1,63,1,1.59,0.28,8.46
60,2,0,top third,middle third,col.1,72,0,0.00,0.00,5.07
60,2,0,top third,top third,col.1,80,0,0.00,0.00,4.58
60,2,1,ALL,ALL,col.1,342,23,6.73,4.52,9.89
60,2,1,middle third,bottom third,col.1,36,1,2.78,0.49,14.17
60,2,1,middle third,middle third,col.1,32,2,6.25,1.73,20.15
60,2,1,middle third,top third,col.1,44,5,11.36,4.95,23.98
60,2,1,top third,bottom third,col.1,36,0,0.00,0.00,9.64
60,2,1,top third,middle third,col.1,45,5,11.11,4.84,23.50
60,2,1,top third,top third,col.1,59,6,10.17,4.74,20.46
60,1,0,ALL,ALL,col.1,1381,73,5.29,4.23,6.60
60,1,0,bottom third,bottom third,col.1,94,5,5.32,2.29,11.85
60,1,0,bottom third,middle third,col.1,103,12,11.65,6.79,19.27
60,1,0,bottom third,top third,col.1,95,7,7.37,3.61,14.44
60,1,0,middle third,bottom third,col.1,163,5,3.07,1.32,6.98
60,1,0,middle third,middle third,col.1,144,6,4.17,1.92,8.79
60,1,0,middle third,top third,col.1,141,7,4.96,2.43,9.89
60,1,0,top third,bottom third,col.1,151,8,5.30,2.71,10.11
60,1,0,top third,middle third,col.1,179,9,5.03,2.67,9.28
60,1,0,top third,top third,col.1,265,13,4.91,2.89,8.21
61,3,0,ALL,ALL,col.1,97,0,0.00,0.00,3.81
61,3,1,ALL,ALL,col.1,72,2,2.78,0.77,9.57
61,3,2,ALL,ALL,col.1,30,1,3.33,0.59,16.67
61,2,0,ALL,ALL,col.1,439,3,0.68,0.23,1.99
61,2,0,bottom third,bottom third,col.1,34,1,2.94,0.52,14.92
61,2,0,bottom third,middle third,col.1,31,1,3.23,0.57,16.19
61,2,0,middle third,bottom third,col.1,45,0,0.00,0.00,7.87
61,2,0,middle third,middle third,col.1,30,0,0.00,0.00,11.35
61,2,0,middle third,top third,col.1,50,0,0.00,0.00,7.14
61,2,0,top third,bottom third,col.1,61,1,1.64,0.29,8.72
61,2,0,top third,middle third,col.1,74,0,0.00,0.00,4.94
61,2,0,top third,top third,col.1,81,0,0.00,0.00,4.53
61,2,1,ALL,ALL,col.1,358,24,6.70,4.55,9.78
61,2,1,bottom third,middle third,col.1,30,0,0.00,0.00,11.35
61,2,1,middle third,bottom third,col.1,35,1,2.86,0.51,14.53
61,2,1,middle third,middle third,col.1,33,2,6.06,1.68,19.61
61,2,1,middle third,top third,col.1,48,5,10.42,4.53,22.17
61,2,1,top third,bottom third,col.1,38,0,0.00,0.00,9.18
61,2,1,top third,middle third,col.1,46,4,8.70,3.43,20.32
61,2,1,top third,top third,col.1,60,6,10.00,4.66,20.15
61,1,0,ALL,ALL,col.1,1373,67,4.88,3.86,6.15
61,1,0,bottom third,bottom third,col.1,91,6,6.59,3.06,13.65
61,1,0,bottom third,middle third,col.1,101,11,10.89,6.19,18.46
61,1,0,bottom third,top third,col.1,95,7,7.37,3.61,14.44
61,1,0,middle third,bottom third,col.1,160,4,2.50,0.98,6.25
61,1,0,middle third,middle third,col.1,148,6,4.05,1.87,8.56
61,1,0,middle third,top third,col.1,141,6,4.26,1.96,8.97
61,1,0,top third,bottom third,col.1,151,8,5.30,2.71,10.11
61,1,0,top third,middle third,col.1,180,9,5.00,2.65,9.23
61,1,0,top third,top third,col.1,260,9,3.46,1.83,6.45
62,3,0,ALL,ALL,col.1,100,0,0.00,0.00,3.70
62,3,1,ALL,ALL,col.1,77,2,2.60,0.72,8.98
62,3,2,ALL,ALL,col.1,33,1,3.03,0.54,15.32
62,2,0,ALL,ALL,col.1,439,4,0.91,0.35,2.32
62,2,0,bottom third,bottom third,col.1,33,1,3.03,0.54,15.32
62,2,0,bottom third,middle third,col.1,31,1,3.23,0.57,16.19
62,2,0,middle third,bottom third,col.1,47,0,0.00,0.00,7.56
62,2,0,middle third,top third,col.1,49,0,0.00,0.00,7.27
62,2,0,top third,bottom third,col.1,63,2,3.17,0.87,10.86
62,2,0,top third,middle third,col.1,72,0,0.00,0.00,5.07
62,2,0,top third,top third,col.1,82,0,0.00,0.00,4.48
62,2,1,ALL,ALL,col.1,365,22,6.03,4.01,8.96
62,2,1,bottom third,middle third,col.1,30,0,0.00,0.00,11.35
62,2,1,middle third,bottom third,col.1,36,1,2.78,0.49,14.17
62,2,1,middle third,middle third,col.1,35,2,5.71,1.58,18.61
62,2,1,middle third,top third,col.1,46,5,10.87,4.73,23.04
62,2,1,top third,bottom third,col.1,39,0,0.00,0.00,8.97
62,2,1,top third,middle third,col.1,43,3,6.98,2.40,18.61
62,2,1,top third,top third,col.1,67,6,8.96,4.17,18.19
62,1,0,ALL,ALL,col.1,1373,63,4.59,3.60,5.83
62,1,0,bottom third,bottom third,col.1,95,6,6.32,2.93,13.10
62,1,0,bottom third,middle third,col.1,101,10,9.90,5.47,17.27
62,1,0,bottom third,top third,col.1,94,6,6.38,2.96,13.23
62,1,0,middle third,bottom third,col.1,158,4,2.53,0.99,6.33
62,1,0,middle third,middle third,col.1,148,6,4.05,1.87,8.56
62,1,0,middle third,top third,col.1,138,6,4.35,2.01,9.16
62,1,0,top third,bottom third,col.1,151,6,3.97,1.83,8.40
62,1,0,top third,middle third,col.1,185,9,4.86,2.58,8.99
62,1,0,top third,top third,col.1,257,9,3.50,1.85,6.52
63,3,0,ALL,ALL,col.1,101,0,0.00,0.00,3.66
63,3,1,ALL,ALL,col.1,77,2,2.60,0.72,8.98
63,3,2,ALL,ALL,col.1,37,1,2.70,0.48,13.82
63,2,0,ALL,ALL,col.1,443,5,1.13,0.48,2.61
63,2,0,bottom third,bottom third,col.1,33,1,3.03,0.54,15.32
63,2,0,bottom third,middle third,col.1,33,1,3.03,0.54,15.32
63,2,0,middle third,bottom third,col.1,49,0,0.00,0.00,7.27
63,2,0,middle third,top third,col.1,51,1,1.96,0.35,10.30
63,2,0,top third,bottom third,col.1,61,2,3.28,0.90,11.19
63,2,0,top third,middle third,col.1,69,0,0.00,0.00,5.27
63,2,0,top third,top third,col.1,85,0,0.00,0.00,4.32
63,2,1,ALL,ALL,col.1,386,23,5.96,4.00,8.78
63,2,1,bottom third,bottom third,col.1,31,0,0.00,0.00,11.03
63,2,1,bottom third,middle third,col.1,30,0,0.00,0.00,11.35
63,2,1,bottom third,top third,col.1,31,4,12.90,5.13,28.85
63,2,1,middle third,bottom third,col.1,40,1,2.50,0.44,12.88
63,2,1,middle third,middle third,col.1,38,3,7.89,2.72,20.80
63,2,1,middle third,top third,col.1,49,6,12.24,5.73,24.24
63,2,1,top third,bottom third,col.1,39,0,0.00,0.00,8.97
63,2,1,top third,middle third,col.1,46,3,6.52,2.24,17.50
63,2,1,top third,top third,col.1,71,5,7.04,3.05,15.45
63,1,0,ALL,ALL,col.1,1363,59,4.33,3.37,5.54
63,1,0,bottom third,bottom third,col.1,94,6,6.38,2.96,13.23
63,1,0,bottom third,middle third,col.1,96,9,9.38,5.01,16.87
63,1,0,bottom third,top third,col.1,94,5,5.32,2.29,11.85
63,1,0,middle third,bottom third,col.1,157,4,2.55,1.00,6.37
63,1,0,middle third,middle third,col.1,147,6,4.08,1.88,8.62
63,1,0,middle third,top third,col.1,134,5,3.73,1.60,8.44
63,1,0,top third,bottom third,col.1,153,6,3.92,1.81,8.29
63,1,0,top third,middle third,col.1,187,8,4.28,2.18,8.21
63,1,0,top third,top third,col.1,256,9,3.52,1.86,6.55
64,3,0,ALL,ALL,col.1,105,0,0.00,0.00,3.53
64,3,1,ALL,ALL,col.1,82,2,2.44,0.67,8.46
64,3,2,ALL,ALL,col.1,40,1,2.50,0.44,12.88
64,2,0,ALL,ALL,col.1,448,5,1.12,0.48,2.59
64,2,0,bottom third,bottom third,col.1,34,1,2.94,0.52,14.92
64,2,0,bottom third,middle third,col.1,33,0,0.00,0.00,10.43
64,2,0,middle third,bottom third,col.1,49,0,0.00,0.00,7.27
64,2,0,middle third,middle third,col.1,30,0,0.00,0.00,11.35
64,2,0,middle third,top third,col.1,52,1,1.92,0.34,10.12
64,2,0,top third,bottom third,col.1,61,2,3.28,0.90,11.19
64,2,0,top third,middle third,col.1,70,1,1.43,0.25,7.66
64,2,0,top third,top third,col.1,84,0,0.00,0.00,4.37
64,2,1,ALL,ALL,col.1,407,25,6.14,4.19,8.91
64,2,1,bottom third,bottom third,col.1,31,0,0.00,0.00,11.03
64,2,1,bottom third,middle third,col.1,33,1,3.03,0.54,15.32
64,2,1,bottom third,top third,col.1,32,4,12.50,4.97,28.07
64,2,1,middle third,bottom third,col.1,43,1,2.33,0.41,12.06
64,2,1,middle third,middle third,col.1,40,3,7.50,2.58,19.86
64,2,1,middle third,top third,col.1,54,7,12.96,6.42,24.42
64,2,1,top third,bottom third,col.1,40,0,0.00,0.00,8.76
64,2,1,top third,middle third,col.1,49,3,6.12,2.10,16.52
64,2,1,top third,top third,col.1,73,5,6.85,2.96,15.05
64,1,0,ALL,ALL,col.1,1342,54,4.02,3.10,5.21
64,1,0,bottom third,bottom third,col.1,90,5,5.56,2.40,12.35
64,1,0,bottom third,middle third,col.1,96,9,9.38,5.01,16.87
64,1,0,bottom third,top third,col.1,90,5,5.56,2.40,12.35
64,1,0,middle third,bottom third,col.1,156,4,2.56,1.00,6.41
64,1,0,middle third,middle third,col.1,144,5,3.47,1.49,7.87
64,1,0,middle third,top third,col.1,131,4,3.05,1.19,7.59
64,1,0,top third,bottom third,col.1,157,7,4.46,2.18,8.92
64,1,0,top third,middle third,col.1,184,5,2.72,1.17,6.20
64,1,0,top third,top third,col.1,249,9,3.61,1.91,6.73
65,3,0,ALL,ALL,col.1,108,0,0.00,0.00,3.43
65,3,1,ALL,ALL,col.1,85,1,1.18,0.21,6.37
65,3,2,ALL,ALL,col.1,43,2,4.65,1.28,15.46
65,2,0,ALL,ALL,col.1,452,5,1.11,0.47,2.56
65,2,0,bottom third,bottom third,col.1,36,1,2.78,0.49,14.17
65,2,0,bottom third,middle third,col.1,34,0,0.00,0.00,10.15
65,2,0,middle third,bottom third,col.1,48,0,0.00,0.00,7.41
65,2,0,middle third,middle third,col.1,30,0,0.00,0.00,11.35
65,2,0,middle third,top third,col.1,54,1,1.85,0.33,9.77
65,2,0,top third,bottom third,col.1,63,2,3.17,0.87,10.86
65,2,0,top third,middle third,col.1,68,1,1.47,0.26,7.87
65,2,0,top third,top third,col.1,86,0,0.00,0.00,4.28
65,2,1,ALL,ALL,col.1,425,26,6.12,4.21,8.81
65,2,1,bottom third,bottom third,col.1,31,0,0.00,0.00,11.03
65,2,1,bottom third,middle third,col.1,38,1,2.63,0.47,13.50
65,2,1,bottom third,top third,col.1,33,4,12.12,4.82,27.33
65,2,1,middle third,bottom third,col.1,45,1,2.22,0.39,11.57
65,2,1,middle third,middle third,col.1,43,4,9.30,3.68,21.60
65,2,1,middle third,top third,col.1,53,7,13.21,6.55,24.84
65,2,1,top third,bottom third,col.1,39,0,0.00,0.00,8.97
65,2,1,top third,middle third,col.1,52,3,5.77,1.98,15.64
65,2,1,top third,top third,col.1,77,5,6.49,2.81,14.32
65,1,0,ALL,ALL,col.1,1330,51,3.83,2.93,5.01
65,1,0,bottom third,bottom third,col.1,85,4,4.71,1.84,11.48
65,1,0,bottom third,middle third,col.1,97,9,9.28,4.96,16.70
65,1,0,bottom third,top third,col.1,89,5,5.62,2.42,12.49
65,1,0,middle third,bottom third,col.1,157,4,2.55,1.00,6.37
65,1,0,middle third,middle third,col.1,142,5,3.52,1.51,7.98
65,1,0,middle third,top third,col.1,130,4,3.08,1.20,7.64
65,1,0,top third,bottom third,col.1,154,7,4.55,2.22,9.08
65,1,0,top third,middle third,col.1,185,4,2.16,0.84,5.43
65,1,0,top third,top third,col.1,246,9,3.66,1.94,6.81
66,3,0,ALL,ALL,col.1,112,0,0.00,0.00,3.32
66,3,1,ALL,ALL,col.1,86,1,1.16,0.21,6.30
66,3,2,ALL,ALL,col.1,41,2,4.88,1.35,16.14
66,2,0,ALL,ALL,col.1,446,3,0.67,0.23,1.96
66,2,0,bottom third,bottom third,col.1,35,0,0.00,0.00,9.89
66,2,0,bottom third,middle third,col.1,35,0,0.00,0.00,9.89
66,2,0,middle third,bottom third,col.1,47,0,0.00,0.00,7.56
66,2,0,middle third,middle third,col.1,32,0,0.00,0.00,10.72
66,2,0,middle third,top third,col.1,53,1,1.89,0.33,9.94
66,2,0,top third,bottom third,col.1,65,2,3.08,0.85,10.54
66,2,0,top third,middle third,col.1,68,0,0.00,0.00,5.35
66,2,0,top third,top third,col.1,79,0,0.00,0.00,4.64
66,2,1,ALL,ALL,col.1,437,26,5.95,4.09,8.57
66,2,1,bottom third,bottom third,col.1,32,1,3.12,0.55,15.74
66,2,1,bottom third,middle third,col.1,40,1,2.50,0.44,12.88
66,2,1,bottom third,top third,col.1,32,3,9.38,3.24,24.22
66,2,1,middle third,bottom third,col.1,49,1,2.04,0.36,10.69
66,2,1,middle third,middle third,col.1,43,4,9.30,3.68,21.60
66,2,1,middle third,top third,col.1,52,6,11.54,5.40,22.97
66,2,1,top third,bottom third,col.1,39,0,0.00,0.00,8.97
66,2,1,top third,middle third,col.1,52,3,5.77,1.98,15.64
66,2,1,top third,top third,col.1,84,6,7.14,3.31,14.72
66,1,0,ALL,ALL,col.1,1320,48,3.64,2.75,4.79
66,1,0,bottom third,bottom third,col.1,84,3,3.57,1.22,9.98
66,1,0,bottom third,middle third,col.1,97,9,9.28,4.96,16.70
66,1,0,bottom third,top third,col.1,90,4,4.44,1.74,10.88
66,1,0,middle third,bottom third,col.1,155,4,2.58,1.01,6.45
66,1,0,middle third,middle third,col.1,139,5,3.60,1.55,8.14
66,1,0,middle third,top third,col.1,127,4,3.15,1.23,7.82
66,1,0,top third,bottom third,col.1,155,7,4.52,2.20,9.03
66,1,0,top third,middle third,col.1,183,3,1.64,0.56,4.71
66,1,0,top third,top third,col.1,245,9,3.67,1.94,6.83
67,3,0,ALL,ALL,col.1,119,0,0.00,0.00,3.13
67,3,1,ALL,ALL,col.1,88,0,0.00,0.00,4.18
67,3,2,ALL,ALL,col.1,43,3,6.98,2.40,18.61
67,2,0,ALL,ALL,col.1,437,1,0.23,0.04,1.28
67,2,0,bottom third,bottom third,col.1,36,0,0.00,0.00,9.64
67,2,0,bottom third,middle third,col.1,33,0,0.00,0.00,10.43
67,2,0,middle third,bottom third,col.1,47,0,0.00,0.00,7.56
67,2,0,middle third,middle third,col.1,30,0,0.00,0.00,11.35
67,2,0,middle third,top third,col.1,55,0,0.00,0.00,6.53
67,2,0,top third,bottom third,col.1,63,1,1.59,0.28,8.46
67,2,0,top third,middle third,col.1,67,0,0.00,0.00,5.42
67,2,0,top third,top third,col.1,76,0,0.00,0.00,4.81
67,2,1,ALL,ALL,col.1,452,28,6.19,4.32,8.81
67,2,1,bottom third,bottom third,col.1,33,1,3.03,0.54,15.32
67,2,1,bottom third,middle third,col.1,40,1,2.50,0.44,12.88
67,2,1,bottom third,top third,col.1,34,3,8.82,3.05,22.96
67,2,1,middle third,bottom third,col.1,50,1,2.00,0.35,10.50
67,2,1,middle third,middle third,col.1,42,4,9.52,3.77,22.07
67,2,1,middle third,top third,col.1,54,7,12.96,6.42,24.42
67,2,1,top third,bottom third,col.1,41,1,2.44,0.43,12.60
67,2,1,top third,middle third,col.1,55,3,5.45,1.87,14.85
67,2,1,top third,top third,col.1,89,6,6.74,3.13,13.94
67,1,0,ALL,ALL,col.1,1311,45,3.43,2.58,4.56
67,1,0,bottom third,bottom third,col.1,84,3,3.57,1.22,9.98
67,1,0,bottom third,middle third,col.1,96,6,6.25,2.90,12.97
67,1,0,bottom third,top third,col.1,88,4,4.55,1.78,11.11
67,1,0,middle third,bottom third,col.1,156,4,2.56,1.00,6.41
67,1,0,middle third,middle third,col.1,139,5,3.60,1.55,8.14
67,1,0,middle third,top third,col.1,120,4,3.33,1.30,8.26
67,1,0,top third,bottom third,col.1,153,6,3.92,1.81,8.29
67,1,0,top third,middle third,col.1,181,4,2.21,0.86,5.54
67,1,0,top third,top third,col.1,249,9,3.61,1.91,6.73
68,3,0,ALL,ALL,col.1,125,0,0.00,0.00,2.98
68,3,1,ALL,ALL,col.1,94,0,0.00,0.00,3.93
68,3,2,ALL,ALL,col.1,45,2,4.44,1.23,14.83
68,2,0,ALL,ALL,col.1,439,1,0.23,0.04,1.28
68,2,0,bottom third,bottom third,col.1,36,0,0.00,0.00,9.64
68,2,0,bottom third,middle third,col.1,33,0,0.00,0.00,10.43
68,2,0,middle third,bottom third,col.1,48,0,0.00,0.00,7.41
68,2,0,middle third,middle third,col.1,31,0,0.00,0.00,11.03
68,2,0,middle third,top third,col.1,55,0,0.00,0.00,6.53
68,2,0,top third,bottom third,col.1,62,1,1.61,0.29,8.59
68,2,0,top third,middle third,col.1,66,0,0.00,0.00,5.50
68,2,0,top third,top third,col.1,77,0,0.00,0.00,4.75
68,2,1,ALL,ALL,col.1,461,25,5.42,3.70,7.88
68,2,1,bottom third,bottom third,col.1,36,1,2.78,0.49,14.17
68,2,1,bottom third,middle third,col.1,42,1,2.38,0.42,12.32
68,2,1,bottom third,top third,col.1,34,3,8.82,3.05,22.96
68,2,1,middle third,bottom third,col.1,49,0,0.00,0.00,7.27
68,2,1,middle third,middle third,col.1,42,4,9.52,3.77,22.07
68,2,1,middle third,top third,col.1,54,6,11.11,5.19,22.19
68,2,1,top third,bottom third,col.1,45,1,2.22,0.39,11.57
68,2,1,top third,middle third,col.1,57,2,3.51,0.97,11.92
68,2,1,top third,top third,col.1,88,6,6.82,3.16,14.09
68,1,0,ALL,ALL,col.1,1298,42,3.24,2.40,4.34
68,1,0,bottom third,bottom third,col.1,83,3,3.61,1.24,10.10
68,1,0,bottom third,middle third,col.1,95,6,6.32,2.93,13.10
68,1,0,bottom third,top third,col.1,88,3,3.41,1.17,9.55
68,1,0,middle third,bottom third,col.1,156,4,2.56,1.00,6.41
68,1,0,middle third,middle third,col.1,138,6,4.35,2.01,9.16
68,1,0,middle third,top third,col.1,120,4,3.33,1.30,8.26
68,1,0,top third,bottom third,col.1,154,6,3.90,1.80,8.24
68,1,0,top third,middle third,col.1,179,3,1.68,0.57,4.81
68,1,0,top third,top third,col.1,242,7,2.89,1.41,5.85
69,3,0,ALL,ALL,col.1,130,0,0.00,0.00,2.87
