series,category,frequency,fee_type,n_open_markets,n_settled_downloaded,median_spread_cents,median_price,quoted_fraction,median_volume,markets_per_event,strike_types,breakeven_edge_cents,d1_ground_truth,d2_cost_bar,d3_liquidity,d4_structural,d5_recurrence,d6_counterparty,d7_settlement,d8_data_cost,total_score,killed,kill_reasons
GOVPARTYMD,Unknown,,quadratic,2,0,2.3,0.497,1.0,6397.2,2.0,structured,5.8,1,2,3,1,0,,3,5,15,False,
GOVPARTYMO,Unknown,,quadratic,2,0,1.85,0.5003,1.0,3915.4,2.0,custom,5.35,1,2,3,1,0,,3,5,15,False,
GOVPARTYMT,Unknown,,quadratic,2,0,2.5,0.5025,1.0,1721.8,2.0,custom,6.0,1,2,3,1,0,,3,5,15,False,
GOVPARTYNC,Unknown,,quadratic,2,0,2.5,0.4975,1.0,1787.5,2.0,custom,6.0,1,2,3,1,0,,3,5,15,False,
GOVPARTYND,Unknown,,quadratic,2,0,2.5,0.5025,1.0,1560.0,2.0,structured,6.0,1,2,3,1,0,,3,5,15,False,
GOVPARTYNH,Unknown,,quadratic,2,0,3.0,0.5,1.0,6285.9,2.0,structured,6.5,1,2,3,1,0,,3,5,15,False,
GOVPARTYSD,Unknown,,quadratic,2,0,3.6,0.498,1.0,2891.6,2.0,structured,7.1,1,2,3,1,0,,3,5,15,False,
GOVPARTYTN,Unknown,,quadratic,2,0,2.8,0.494,1.0,4660.1,2.0,structured,6.3,1,2,3,1,0,,3,5,15,False,
GOVPARTYUT,Unknown,,quadratic,2,0,3.0,0.5,1.0,1366.1,2.0,structured,6.5,1,2,3,1,0,,3,5,15,False,
GOVPARTYVT,Unknown,,quadratic,4,0,1.5,0.5025,1.0,8036.3,2.0,"custom,structured",5.0,1,2,3,1,0,,3,5,15,False,
GOVPARTYWY,Unknown,,quadratic,2,0,2.75,0.4972,1.0,762.8,2.0,structured,6.25,1,2,3,1,0,,3,5,15,False,
HOUSEAKAL,Unknown,,quadratic,3,0,6.4,0.15,1.0,10774.3,3.0,"custom,structured",8.2,1,1,4,1,0,,3,5,15,False,
HOUSEAZ2,Unknown,,quadratic,2,0,2.0,0.505,1.0,5092.2,2.0,structured,5.5,1,2,3,1,0,,3,5,15,False,
HOUSEAZ6,Unknown,,quadratic,2,0,3.5,0.4975,1.0,7858.4,2.0,structured,7.0,1,2,3,1,0,,3,5,15,False,
HOUSECA13,Unknown,,quadratic,2,0,4.9,0.5105,1.0,10026.4,2.0,structured,8.4,1,1,4,1,0,,3,5,15,False,
HOUSECA21,Unknown,,quadratic,2,0,3.6,0.5,1.0,6653.7,2.0,structured,7.1,1,2,3,1,0,,3,5,15,False,
HOUSECA27,Unknown,,quadratic,2,0,3.45,0.4997,1.0,3356.3,2.0,structured,6.95,1,2,3,1,0,,3,5,15,False,
HOUSECA3,Unknown,,quadratic,2,0,1.5,0.5,1.0,9397.8,2.0,structured,5.0,1,2,3,1,0,,3,5,15,False,
HOUSECA41,Unknown,,quadratic,2,0,2.0,0.495,1.0,4308.5,2.0,structured,5.5,1,2,3,1,0,,3,5,15,False,
