wallet,n_markets_p1,n_fills_p1,avg_entry_p1,win_rate_p1,edge_p1,edge_se_p1,notional_p1,n_markets_p2,n_fills_p2,avg_entry_p2,win_rate_p2,edge_p2,edge_se_p2,notional_p2
0x3252790b3229b4cdeec7aee5f139fafc74791d21,24.0,53.0,0.42538484914980756,0.4583333333333333,0.03294848418352573,0.09380575871282376,2284.102190783106,35.0,107.0,0.4208103805644155,0.22857142857142856,-0.19223895199298688,0.06865632027532395,4312.242984999382
0x326d3674e86249556a3367ba78249b265f723584,38.0,132.0,0.4460987442836336,0.42105263157894735,-0.025046112704686253,0.07676842998681581,372.1129819999959,88.0,749.0,0.47423526995158716,0.2840909090909091,-0.19014436086067815,0.04873696711538148,2942.6579979970315
0x32b484581fc5606de9c1e43af4636b6be9bc8b21,114.0,2954.0,0.5092056688544043,0.42105263157894735,-0.0881530372754569,0.04247148433341333,393476.37626100355,302.0,5119.0,0.45714361960681726,0.4271523178807947,-0.02999130172602251,0.026386675017114725,1821268.47067652
0x32ccd9015a900fde62040162a04bedf093c668b3,221.0,992.0,0.46634226650278854,0.48868778280542985,0.02234551630264127,0.028071885673599993,45194.14042862722,96.0,316.0,0.4918354869834247,0.5104166666666666,0.018581179683242,0.04494099184735287,6513.4996500639245
0x32f155483fa055a476dad2cec03fdf3463ab593b,43.0,48.0,0.3119204065715944,0.18604651162790697,-0.12587389494368742,0.0542638025116233,93.74996199954624,27.0,28.0,0.24086453025428178,0.1111111111111111,-0.12975341914317068,0.05871769238962006,51.499976999274146
0x3308f2d02d40fa571da699c62c168f859afdf04b,56.0,333.0,0.4737846979606944,0.5714285714285714,0.09764387346787706,0.05571363198784819,6631.655499998635,111.0,871.0,0.48654197699453267,0.5315315315315315,0.04498955453699882,0.04460650339838984,35347.099644058
0x35e701f088b6ef25fff6b902769c1cd8b85f8331,41.0,160.0,0.4554623058706686,0.36585365853658536,-0.08960864733408319,0.07305258347912381,5043.203095009069,64.0,430.0,0.4458144613528552,0.359375,-0.08643946135285516,0.05643091499723047,18628.133192991227
0x365f951dc281322d83f6fcda884c7f66a938706a,20.0,681.0,0.5253564639904866,0.65,0.12464353600951342,0.10521895029863447,36464.900388966256,221.0,7959.0,0.51370186970664,0.6108597285067874,0.09715785880014738,0.031285198376780905,281628.4214800047
0x36bfcd8ab96dce2ddea30145ab749b59c6362864,26.0,178.0,0.1591995132932353,0.11538461538461539,-0.04381489790861992,0.06056592241546187,815.4091680004391,20.0,103.0,0.27915947235664895,0.3,0.020840527643351016,0.09620254472785293,339.43970499987995
0x372d0e0736a7c2ca6bf54463e042c3d7f83da034,26.0,209.0,0.45416489942287647,0.5769230769230769,0.12275817750020053,0.06539370282331933,208.99982403365945,67.0,188.0,0.5041959402967252,0.582089552238806,0.0778936119420807,0.05423948921225313,222.89972899931666
