bin_lo,bin_hi,n,mean_pred,observed_freq,gap,offset_s,model
0.8,0.9,236,0.8545973376878956,0.940677966101695,-0.08608062841379938,300,flat_sigma
0.9,1.0,402,0.9653414335740903,0.972636815920398,-0.007295382346307666,300,flat_sigma
0.0,0.1,642,0.029855728849912225,0.04984423676012461,-0.019988507910212384,300,seasonal_sigma
0.1,0.2,239,0.14722115899879668,0.20920502092050208,-0.06198386192170541,300,seasonal_sigma
0.2,0.30000000000000004,183,0.25160551086420496,0.2896174863387978,-0.03801197547459284,300,seasonal_sigma
0.30000000000000004,0.4,140,0.35383215374716276,0.4785714285714286,-0.12473927482426583,300,seasonal_sigma
0.4,0.5,164,0.44742809892759955,0.5487804878048781,-0.10135238887727854,300,seasonal_sigma
0.5,0.6000000000000001,150,0.5507690544085148,0.5866666666666667,-0.03589761225815191,300,seasonal_sigma
0.6000000000000001,0.7000000000000001,152,0.6481609229351898,0.7171052631578947,-0.0689443402227049,300,seasonal_sigma
0.7000000000000001,0.8,166,0.7494404554121351,0.8192771084337349,-0.0698366530215998,300,seasonal_sigma
0.8,0.9,204,0.855454721399689,0.9215686274509803,-0.0661139060512913,300,seasonal_sigma
0.9,1.0,465,0.9657227691900756,0.9720430107526882,-0.006320241562612572,300,seasonal_sigma
0.0,0.1,139,0.06455134513808881,0.1079136690647482,-0.04336232392665938,600,flat_sigma
0.1,0.2,258,0.15498824092023283,0.14728682170542637,0.007701419214806465,600,flat_sigma
0.2,0.30000000000000004,326,0.2488950432454457,0.3159509202453988,-0.06705587699995308,600,flat_sigma
0.30000000000000004,0.4,349,0.35079865722540154,0.40114613180515757,-0.050347474579756024,600,flat_sigma
0.4,0.5,350,0.4499935211093883,0.4685714285714286,-0.0185779074620403,600,flat_sigma
0.5,0.6000000000000001,318,0.5491906274646801,0.5817610062893082,-0.0325703788246281,600,flat_sigma
0.6000000000000001,0.7000000000000001,284,0.6484175722435483,0.7183098591549296,-0.06989228691138127,600,flat_sigma
