wallet,n_markets,n_fills,avg_entry,win_rate,edge,edge_se,notional,shrink_w,edge_shrunk,t_stat,p_value,q_value,significant_fdr
0xb44579ae3126cfa4c28dafe317bdb53578eae4a3,24.0,27.0,0.5439118135082613,0.7083333333333334,0.16442151982507205,0.09505831084507346,417.9999639893256,0.23206191145938357,0.0475989606699405,1.7296911586515262,0.0836854691857436,0.3392039315852309,False
0x19e5e4bd692fea0b868aa1b57ab4bd5a86a0dd71,92.0,195.0,0.5801450577129418,0.6521739130434783,0.07202885533053649,0.04349139630525575,3654.0797230396856,0.5907700949270096,0.04758460936613492,1.6561633207860955,0.09768874898093327,0.36442710943596024,False
0x4571ae423069cacc53cc56d4a0dad82b1a54fa05,24.0,27.0,0.8053333295333335,0.875,0.06966667046666665,0.0414805560439349,102.93884360172754,0.6134473846757996,0.04749010005258211,1.6795018464284304,0.09305427931192178,0.3565928474672307,False
0xfffab62484cf9e826630ffcce557eda470e217c5,77.0,9515.0,0.4962165620168555,0.5844155844155844,0.0881990223987288,0.056277745855589555,184691.5918580704,0.462987261489323,0.04743842741073054,1.5672095791656304,0.11706571213221717,0.4074392329136141,False
0x2f55274d87b19419ec3121fab96e6cb2e8588956,31.0,111.0,0.706751104318968,0.8064516129032258,0.09970050858425777,0.06378437272736431,23134.881308069234,0.40161502086308,0.04739929217628704,1.5630867612418329,0.11803218908022406,0.409146526395024,False
0x8957de46b5a6237ec6a44289464a92475ba62a87,22.0,51.0,0.802502824062158,0.9090909090909091,0.10658808502875106,0.06792512546819776,102.0801278737032,0.37179219663729296,0.04735340643497031,1.5691996782347515,0.11660141918285771,0.4071320239726692,False
0x18aa05527ba21b3f8e78c9bbf624633da0cb2287,23.0,27.0,0.465106735089386,0.5652173913043478,0.10011065621496183,0.06412215595250442,1724.7847614701227,0.3990790641218616,0.047341320848910295,1.561249067937052,0.11846499568101554,0.4094084664719956,False
0x4a57e2fa614969516d1bd62986bfa7fc1192743f,38.0,38.0,0.7798420773789474,0.868421052631579,0.08857897525263156,0.05675430081355331,145.58001622726886,0.4587969500193698,0.047294693617242485,1.5607447186007497,0.11858399552329613,0.4094084664719956,False
0x9ddc4ea641741f1985b833f2d4b9dfbba2dee874,53.0,1250.0,0.5254174505577892,0.6226415094339622,0.09722405887617305,0.06249619494775322,12979.305203981514,0.41145947179504955,0.04724077747681298,1.5556796530965173,0.1197842872539423,0.4100330879188444,False
0x9755458cc4f51228de267039b8c6feb967e8ab85,75.0,93.0,0.5880713083995598,0.6666666666666666,0.07859535826710681,0.049633515512971474,980.0976489982929,0.5257131564160265,0.0471507053849878,1.58351383041901,0.11330439688603633,0.3986521685799286,False
0x6e4d97c086ae5558ca717b10f47db8db0ba11cb0,34.0,45.0,0.5569285380298296,0.6764705882352942,0.1195420502054645,0.07532583887463001,603.75966999965,0.32489408335868386,0.047139977948773566,1.5869992553873389,0.11251281326884355,0.39791513472095236,False
0xd208b4e1e0250610cd092b9067c2a053cb49cbcd,29.0,125.0,0.723315614915485,0.8275862068965517,0.10427059198106668,0.06695010024967003,1297.826054856531,0.37857075790609096,0.04711523228815777,1.55743742865539,0.11936666555904596,0.4100330879188444,False
0xf7f0b0b1e9c0fe02ccad926916ee31aef74b912c,38.0,270.0,0.554994874667325,0.6578947368421053,0.10289986217478038,0.06616135289361072,11590.8043239997,0.38416263588351707,0.047102956736969445,1.5552865483305065,0.11987783958542408,0.4100330879188444,False
0x7c4a7d3b6ff46d6c19ee05184f007d12e8af4f4a,79.0,110.0,0.5104706634833243,0.5949367088607594,0.08446604537743528,0.05415152605027307,314.8999010005089,0.4821834896672712,0.04709548871839932,1.5598091418332123,0.11880499047382509,0.4096230888128274,False
0x0b31f512c0797919b098cea2a4961843c295b2a3,29.0,30.0,0.5703448275862069,0.6896551724137931,0.1193103448275862,0.07529242014081351,207.59760000000006,0.3250887778001024,0.04708553323358079,1.5846262426476585,0.11305127885641464,0.3986521685799286,False
0x05c5a55c0eed25f98a846f9b5a1875a99d358181,44.0,45.0,0.5606427519538248,0.6590909090909091,0.09844815713708428,0.0635105113665205,1282.5049171064206,0.4036848584885987,0.04707464886329354,1.5501080847694313,0.12111557588678101,0.41151667607855036,False
0x2c082ca6c395a027f6ea30a1a870cb0e7d453704,29.0,30.0,0.9130082073714911,0.9655172413793104,0.05250903400781912,0.020701813636413737,7396.076174070148,0.8643422284764908,0.04705389793242445,2.5364460781087144,0.01119839870476036,0.08672873951824915,False
0x3308f2d02d40fa571da699c62c168f859afdf04b,167.0,1204.0,0.4822640870191138,0.5449101796407185,0.0626460926216047,0.03499939200328195,41978.75514405663,0.6903197757876781,0.04705383472822712,1.7899194539073786,0.0734668609383502,0.3173719168509299,False
0x978f75054e9beb93bc208b1140ec33fbfe1ae14d,191.0,261.0,0.685411983268761,0.743455497382199,0.058043514113438055,0.029468511975018763,1080.7085150928779,0.7587120842020483,0.04700532429727266,1.9696791667880305,0.04887515209963178,0.24523155109912523,False
0x12ce0c14ea895e01e80c40923af99206cc12570a,34.0,43.0,0.8460453997020031,0.9117647058823529,0.06571930618034989,0.03858240695090948,12925.684236545389,0.6471838460900441,0.04687089453402571,1.7033490488026881,0.08850276666429058,0.34583126549576576,False
0xc23dc0eca9e1c2e293de8911b9ac254f0bcd82c8,44.0,258.0,0.6885307013507588,0.7727272727272727,0.08419657137651383,0.054338977114482136,87756.44665273784,0.4804580902857525,0.04684149655047931,1.549469199597322,0.12126897007355497,0.41151667607855036,False
0x0adedcb79423aed988a849827ff80b8cc7b3ed94,71.0,112.0,0.6168145383969207,0.6901408450704225,0.07332630667350193,0.04579310553957755,43551.64093600471,0.565621534137846,0.04681629425360747,1.6012521057373645,0.10932109229603904,0.3904973643095355,False
0x6f0b184bb8c99a36c4211bc150cb4994e5bd8202,22.0,24.0,0.33422510822727275,0.5,0.16577489177272725,0.09703929185546464,118.36000000050001,0.22479199983534195,0.04679725276437741,1.708327509434436,0.08757558963763423,0.3448159576226393,False
0xdfead66f8a902d72e8ea311d390e78a25d478006,60.0,126.0,0.6952199460005376,0.7666666666666667,0.07144672066612906,0.04436070420373255,313.89273154003473,0.5811675185582461,0.046672707576528506,1.6105858089628222,0.10727002891298731,0.38909902189394413,False
0xbe9cf108c8b2e74ee0a8a112c0fff74227f41700,33.0,56.0,0.6669115222029953,0.7575757575757576,0.09066423537276212,0.05916067725314329,482.7401806673448,0.4382572130925804,0.04664175294296573,1.5325084090031271,0.12539702412006326,0.418925457452016,False
0xa940c4b390432b1421f46f7976174d5890312fea,56.0,56.0,0.6437172278678572,0.7321428571428571,0.08842562927499999,0.057685521100503026,276.6799290001596,0.45072636084458195,0.04660993242093041,1.5328912279554479,0.1253026575899041,0.418925457452016,False
0x998aab308ef3827aef3fd429c5f2b2e12f9f802b,33.0,58.0,0.49309237532587774,0.6060606060606061,0.11296823073472835,0.07268162446607211,386.0306879996509,0.34076182722128434,0.04660161535434999,1.5542887430572232,0.12011555745174851,0.4103020167788866,False
0x1793797bdedaab854f300cf2b587b98b8c644ebb,42.0,42.0,0.5152136245119048,0.6190476190476191,0.10383399453571428,0.06756322573807033,502.34339169378944,0.37429105762246023,0.0465581964316381,1.5368418751682869,0.12433203611769805,0.4175160431608636,False
0x31c1a77f809dd278c7c66a4941cad97072b87047,20.0,22.0,0.5577007735532953,0.7,0.14229922644670473,0.08737648488958612,50071.86637490263,0.2634378179039049,0.04654417082127675,1.628575773293262,0.10340285637700619,0.38042220627146783,False
0xa42f127d7e8df9f16881ffcc9ed0bc0326875f5a,117.0,11742.0,0.47539283110895275,0.5470085470085471,0.07161571589959423,0.044860606833380515,317415.86968300695,0.5757024502934068,0.04644673882162555,1.596405420140358,0.11039830680739993,0.39289023878315926,False
0x969095fefb7d1741d430fb1e4695515fd27d1ed2,56.0,140.0,0.5320213240917824,0.625,0.09297867590821766,0.06100447983386477,396.196051,0.4232078566310616,0.04644185911711484,1.5241286568040435,0.1274765753801279,0.4224015368502771,False
0x209f44d8e117c9bc443a3cadae55e6ccc9cb0eb4,26.0,29.0,0.4875054627546867,0.6538461538461539,0.16634069109146712,0.09805445314809583,122.88823000098704,0.2211857276326556,0.04636891481788065,1.696411389294433,0.08980799830604469,0.34829297388163794,False
