wallet,n_p1,avg_price_p1,win_rate_p1,edge_p1,edge_se_p1,staked_p1,n_p2,avg_price_p2,win_rate_p2,edge_p2,edge_se_p2,staked_p2
0x89d63b7bf6e68e5796546d712d0101770be5c3c5,40.0,0.91181170891,0.975,0.06318829109000001,0.016015584661581497,3524.9081969999997,66.0,0.91038037655,0.8636363636363636,-0.04674401291363639,0.040290647273129546,13794.922974000001
0x8a269634753d90783f52c58e5ae9a8b9679e937e,36.0,0.49264814876388907,0.4166666666666667,-0.07598148209722239,0.07054803966488174,50738.096054,50.0,0.43202360904799997,0.1,-0.332023609048,0.040596471984204574,140881.059227
0x8a38b73b9f64e51e295ba8153af8dc066a22d420,48.0,0.5251875030395833,0.4583333333333333,-0.06685416970624997,0.04981893569211373,1103.668936,26.0,0.5159631092346154,0.46153846153846156,-0.05442464769615385,0.07416502086172225,316.16869999999994
0x8a3d4139bd0efbfdd946fef2b8cdd908a9f9316c,66.0,0.541933354451515,0.5606060606060606,0.018672706154545526,0.057101858632006716,3485.0700570000004,34.0,0.38000001405,0.35294117647058826,-0.027058837579411743,0.08305929759320416,899.655884
0x8b82f7661b2fc76e4ea3bf2068f7582851ba2e22,43.0,0.18586499439767443,0.09302325581395349,-0.09284173858372094,0.03115499489693961,3056.412706,24.0,0.2556346145875,0.16666666666666666,-0.08896794792083332,0.06542415051975518,444.759058
0x8c0b024c17831a0dde038547b7e791ae6a0d7aa5,66.0,0.16518182474242427,0.09090909090909091,-0.07427273383333335,0.03885090510742132,41113.012522000005,55.0,0.47345455250363644,0.9818181818181818,0.5083636293145454,0.020817895103945768,17838.978171
0x8c73d0083d00049fd1c6a1bae61e166bba436daf,25.0,0.8091999260880001,0.96,0.1508000739119999,0.03795452103834531,28623.832793999998,35.0,0.83879391782,0.9714285714285714,0.1326346536085714,0.02723977515493177,54238.80161499999
0x8c95a7968260a697277ffd94ec927e34f5f88a0b,46.0,0.8195858496217392,0.9565217391304348,0.13693588950869562,0.03979401606182461,19015.095112999996,21.0,0.7017459997809525,0.9047619047619048,0.20301590498095223,0.0661758929331883,7637.126404
0x8ca21445fc588f48128c2180fb885fb07ecb1d74,81.0,0.41580244491111107,0.2962962962962963,-0.11950614861481479,0.03479920375513807,1478.454653,76.0,0.46670388534078944,0.4868421052631579,0.020138219922368472,0.050516036893067204,679.2001619999999
0x8d07c1d46cb9aed55bd3742d5ef757b3c91fb9fe,168.0,0.23418772462261903,0.17261904761904762,-0.06156867700357141,0.02613465080155183,9814.244094,225.0,0.2618367769991111,0.27555555555555555,0.013718778556444433,0.026767553056766355,10344.120291
