delay_seconds,n,median_deterioration_c,mean_deterioration_c,pct_moved_against,median_spread_c,median_follower_pnl
0.0,5013,0.6875,0.6020079160304009,78.47596249750649,0.1,0.1826898160145115
2.0,5013,0.7349999964,0.7261219319653202,78.31637741871134,0.1,0.1313628899835796
5.0,5013,0.765,0.8071795027121412,77.71793337322961,0.1,0.1333303222461982
10.0,5013,0.8108695652173901,0.9104171952397502,78.83502892479554,0.1,0.1313628899835796
15.0,5013,0.8400000006,0.966646126919842,78.79513265509675,0.1,0.1313628899835796
30.0,5013,0.9724999999999999,1.2017362234139695,80.82984240973468,0.1,0.1210579198133082
60.0,5013,0.9600000113999999,1.3570267425908729,76.50109714741671,0.1,0.1100709277844776
120.0,5013,0.9299999999999999,1.452327911236745,73.34929184121285,0.1,0.108553524217481
300.0,5013,0.85249998,1.4456303092458638,69.33971673648513,0.1,0.0784622416332334
